case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000,200,1,1,1,3,215.7783823,222.2122626,221.3806498,1,221.3806498,1,1
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000,200,1,1,1,3,110.5313971,112.6627963,112.5233281,1,112.5233281,1,1
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000,200,2,2,1,3,121.9182503,123.3629533,124.0487087,1,221.3806498,1.78463,0.892313
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000,200,2,2,1,3,60.85030413,61.69780978,61.8148284,1,112.5233281,1.82033,0.910165
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000,200,4,4,1,3,69.62255573,69.96780451,69.82642531,1,221.3806498,3.17044,0.792611
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000,200,4,4,1,3,35.68174005,36.01490601,36.0016613,1,112.5233281,3.1255,0.781376
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000,200,8,8,1,3,41.508255,42.22379327,42.55251026,1,221.3806498,5.20253,0.650316
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000,200,8,8,1,3,20.79343152,21.04016574,21.07550955,1,112.5233281,5.33906,0.667382
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000,200,16,16,1,3,28.20134807,28.54591791,28.39836526,1,221.3806498,7.79554,0.487221
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000,200,16,16,1,3,14.09309506,14.17546558,14.10682416,1,112.5233281,7.97652,0.498532
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000,200,1,1,1,3,21.61112547,21.92981442,22.08607936,1,22.08607936,1,1
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000,200,1,1,1,3,10.61543322,10.70309687,10.73017168,1,10.73017168,1,1
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000,200,2,2,1,3,19.18647313,19.27001905,19.20068002,1,22.08607936,1.15028,0.575138
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000,200,2,2,1,3,9.384793043,9.453129927,9.456702232,1,10.73017168,1.13466,0.567332
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000,200,4,4,1,3,17.65475941,17.76330646,17.80903435,1,22.08607936,1.24016,0.31004
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000,200,4,4,1,3,8.66082716,8.696383238,8.671971321,1,10.73017168,1.23734,0.309335
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000,200,8,8,1,3,16.39392114,16.41222143,16.40923429,1,22.08607936,1.34595,0.168244
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000,200,8,8,1,3,8.078338385,8.102994124,8.108643532,1,10.73017168,1.3233,0.165413
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000,200,16,16,1,3,16.17465258,16.23045691,16.20583701,1,22.08607936,1.36285,0.0851779
case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000,200,16,16,1,3,7.963005066,7.971961896,7.965074778,1,10.73017168,1.34715,0.084197
