case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBGS,1000,200,1,1,1,3,5.430271395,5.442842448,5.44570804,1,5.44570804,1,1
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBSOR,1000,200,1,1,1,3,3.739105068,3.75107189,3.745619752,1,3.745619752,1,1
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBGS,1000,200,2,1,2,3,4.213984262,4.339511231,4.243077274,1,5.44570804,1.28343,0.641717
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBSOR,1000,200,2,1,2,3,2.811261758,2.836986394,2.836352728,1,3.745619752,1.32058,0.660288
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBGS,1000,200,4,1,4,3,3.904036474,3.966205846,3.938102085,1,5.44570804,1.38283,0.345706
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBSOR,1000,200,4,1,4,3,2.689974457,2.702620053,2.704589002,1,3.745619752,1.38491,0.346228
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBGS,1000,200,8,1,8,3,5.579585593,5.719075428,5.702084005,1,5.44570804,0.955038,0.11938
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBSOR,1000,200,8,1,8,3,3.734181069,3.740236208,3.740500715,1,3.745619752,1.00137,0.125171
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBGS,1000,200,16,1,16,3,10.42116903,10.98581284,10.48067147,1,5.44570804,0.519595,0.0324747
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,100,central,RBSOR,1000,200,16,1,16,3,6.935793605,8.7283254,8.429126549,1,3.745619752,0.444366,0.0277729
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBGS,1000,200,1,1,1,3,4.180234421,4.183443827,4.184066802,1,4.184066802,1,1
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBSOR,1000,200,1,1,1,3,2.852824543,2.853371332,2.853465408,1,2.853465408,1,1
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBGS,1000,200,2,1,2,3,3.497969914,3.633726173,3.512595024,1,4.184066802,1.19116,0.595581
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBSOR,1000,200,2,1,2,3,2.375647865,2.458477162,2.382107887,1,2.853465408,1.19787,0.598937
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBGS,1000,200,4,1,4,3,3.690754652,3.722376663,3.73774717,1,4.184066802,1.11941,0.279852
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBSOR,1000,200,4,1,4,3,2.494524714,2.505654048,2.501948789,1,2.853465408,1.1405,0.285124
case1_N64_Re100_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,100,central,RBGS,1000,200,8,1,8,3,5.498334218,5.536206716,5.517177258,1,4.184066802,0.758371,0.0947964
