Implementation,N,Re,Scheme,PoissonSolver,SOROmega,Steps,PoissonIters,OMPThreads,Runtime_s,FinalOmegaChange,FinalPsiChange,MaxVelocity
cpp_openmp_domain_vectorized,128,1000,central,rbsor,1.700,2000,250,16,9.7179593295,1.1513753005e-02,9.8280990823e-07,8.7707046081e-01
