case_index,case_id,N,Re,scheme,pressure,steps,poisson_iters,repeat,return_code,status,log_out,log_err
14,case14_N128_Re100_central_steps2500_p250,128,100,central,RBGS,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBGS_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBGS_rep3.err
14,case14_N128_Re100_central_steps2500_p250,128,100,central,RBSOR,2500,250,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep1.err
14,case14_N128_Re100_central_steps2500_p250,128,100,central,RBSOR,2500,250,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep2.err
14,case14_N128_Re100_central_steps2500_p250,128,100,central,RBSOR,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case14_N128_Re100_central_steps2500_p250_RBSOR_rep3.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBGS,2500,250,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep1.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBGS,2500,250,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep2.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBGS,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBGS_rep3.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBSOR,2500,250,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep1.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBSOR,2500,250,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep2.err
15,case15_N128_Re400_upwind_steps2500_p250,128,400,upwind,RBSOR,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case15_N128_Re400_upwind_steps2500_p250_RBSOR_rep3.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBGS,2500,250,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep1.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBGS,2500,250,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep2.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBGS,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBGS_rep3.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBSOR,2500,250,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep1.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBSOR,2500,250,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep2.err
16,case16_N128_Re400_central_steps2500_p250,128,400,central,RBSOR,2500,250,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case16_N128_Re400_central_steps2500_p250_RBSOR_rep3.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBGS,4000,300,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep1.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBGS,4000,300,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep2.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBGS,4000,300,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBGS_rep3.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBSOR,4000,300,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep1.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBSOR,4000,300,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep2.err
17,case17_N128_Re1000_upwind_steps4000_p300,128,1000,upwind,RBSOR,4000,300,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case17_N128_Re1000_upwind_steps4000_p300_RBSOR_rep3.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBGS,4000,300,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep1.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBGS,4000,300,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep2.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBGS,4000,300,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBGS_rep3.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBSOR,4000,300,1,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep1.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep1.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBSOR,4000,300,2,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep2.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep2.err
18,case18_N128_Re1000_central_steps4000_p300,128,1000,central,RBSOR,4000,300,3,0,success,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep3.out,saved_runs/cuda_cpu_exact_full_A100_21180878/logs/case18_N128_Re1000_central_steps4000_p300_RBSOR_rep3.err
