SourceFamily,CaseID,Implementation,N,Re,Scheme,PressureSolver,Status,Quality,Iterations,LocalMaxIter,FinalRu,FinalRv,FinalRcMass,FinalRcDiv,Runtime_s,AvgPoissonIterations,AvgPoissonRelResidual,PressureSaturationRatio,HasGhia,ValidationPass,Ghia_u_L2,Ghia_v_L2,Ghia_u_Linf,Ghia_v_Linf,Ghia_u_L2_Limit,Ghia_v_L2_Limit,FieldCSV,PressureSolver_std,Language_std,Implementation_std,ParallelModel_std,N_std,Re_std,Scheme_std,CaseIndex
cuda_a100,1,cuda_projection_rbgs,64,400,upwind,RBGS,maxIter,gpu_benchmark,1000,1000,,,,,2.70933203125,200,,0,1,0,0.15809075013116775,0.1997714264604943,0.3416523260686123,0.3861250436523977,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case9_N64_Re400_upwind_steps1000_p200_RBGS_fields.csv,RBGS,unknown,cuda_projection_rbgs,unknown,64,400,upwind,9
cuda_a100,1,cuda_projection_rbgs,64,400,upwind,RBGS,maxIter,gpu_benchmark,1000,1000,,,,,2.5232077636700003,200,,0,1,0,0.15809075013116775,0.1997714264604943,0.3416523260686123,0.3861250436523977,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case9_N64_Re400_upwind_steps1000_p200_RBGS_fields.csv,RBGS,unknown,cuda_projection_rbgs,unknown,64,400,upwind,9
cuda_a100,1,cuda_projection_rbsor,64,400,upwind,RBSOR,maxIter,gpu_benchmark,1000,1000,,,,,2.57319213867,200,,0,1,0,0.15820606365076004,0.199640016056256,0.3417503295856834,0.3858986807387264,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case9_N64_Re400_upwind_steps1000_p200_RBSOR_fields.csv,RBSOR,unknown,cuda_projection_rbsor,unknown,64,400,upwind,9
cuda_a100,1,cuda_projection_rbsor,64,400,upwind,RBSOR,maxIter,gpu_benchmark,1000,1000,,,,,2.6885979003900005,200,,0,1,0,0.15820606365076004,0.199640016056256,0.3417503295856834,0.3858986807387264,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case9_N64_Re400_upwind_steps1000_p200_RBSOR_fields.csv,RBSOR,unknown,cuda_projection_rbsor,unknown,64,400,upwind,9
cuda_a100,1,cuda_projection_rbsor,64,400,upwind,RBSOR,maxIter,gpu_benchmark,1000,1000,,,,,2.49163061523,200,,0,1,0,0.15820606365076004,0.199640016056256,0.3417503295856834,0.3858986807387264,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case9_N64_Re400_upwind_steps1000_p200_RBSOR_fields.csv,RBSOR,unknown,cuda_projection_rbsor,unknown,64,400,upwind,9
cuda_a100,1,cuda_projection_rbgs,64,400,central,RBGS,maxIter,gpu_benchmark,1000,1000,,,,,2.7096760253900003,200,,0,1,0,0.16073395644558067,0.20190974012068771,0.34587197954569565,0.38908751962374544,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case10_N64_Re400_central_steps1000_p200_RBGS_fields.csv,RBGS,unknown,cuda_projection_rbgs,unknown,64,400,central,10
cuda_a100,1,cuda_projection_rbgs,64,400,central,RBGS,maxIter,gpu_benchmark,1000,1000,,,,,2.60871069336,200,,0,1,0,0.16073395644558067,0.20190974012068771,0.34587197954569565,0.38908751962374544,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case10_N64_Re400_central_steps1000_p200_RBGS_fields.csv,RBGS,unknown,cuda_projection_rbgs,unknown,64,400,central,10
cuda_a100,1,cuda_projection_rbgs,64,400,central,RBGS,maxIter,gpu_benchmark,1000,1000,,,,,2.49105004883,200,,0,1,0,0.16073395644558067,0.20190974012068771,0.34587197954569565,0.38908751962374544,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case10_N64_Re400_central_steps1000_p200_RBGS_fields.csv,RBGS,unknown,cuda_projection_rbgs,unknown,64,400,central,10
cuda_a100,1,cuda_projection_rbsor,64,400,central,RBSOR,maxIter,gpu_benchmark,1000,1000,,,,,2.54922436523,200,,0,1,0,0.16097293973839816,0.2016339553813863,0.34614635847207714,0.3886121279542992,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case10_N64_Re400_central_steps1000_p200_RBSOR_fields.csv,RBSOR,unknown,cuda_projection_rbsor,unknown,64,400,central,10
cuda_a100,1,cuda_projection_rbsor,64,400,central,RBSOR,maxIter,gpu_benchmark,1000,1000,,,,,2.60911401367,200,,0,1,0,0.16097293973839816,0.2016339553813863,0.34614635847207714,0.3886121279542992,0.09,0.12,saved_runs/cuda_cpu_exact_full_A100_21180878/fields/case10_N64_Re400_central_steps1000_p200_RBSOR_fields.csv,RBSOR,unknown,cuda_projection_rbsor,unknown,64,400,central,10
