SourceFamily,CaseFolder,timestamp_utc,host,solver_group,language,parallel_model,kernel_style,case_id,N,Re,scheme,pressure,steps,poisson_iters,mpi_ranks,threads_per_rank,total_cores,repeat,runtime_s,final_omega_change,final_psi_change,final_ru,final_rv,final_rc_mass,final_rc_div,max_velocity,source_summary,status,log_file,Runtime_s,PressureSolver_std,Language_std,Implementation_std,ParallelModel_std,N_std,Re_std,Scheme_std,CaseIndex
openmp,openmp_case_2,2026-07-02T14:08:26+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,8,8,3,3.2876877412,0.00027505054209,9.860553532299998e-07,,,,,0.7980611834199999,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,3.2876877412,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:36+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,16,16,3,8.2521536611,0.00027505054209,9.860553532299998e-07,,,,,0.7980611834199999,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,8.2521536611,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:37+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,3,0.6691173762,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.6691173762,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:38+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,2,2,3,0.8653539940999999,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.8653539940999999,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:40+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,4,4,3,1.1731902733,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.1731902733,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:43+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,8,8,3,2.025608208,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,2.025608208,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:48+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,16,16,3,4.4725438207,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,4.4725438207,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:49+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,3,0.5046789161999999,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.5046789161999999,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:51+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,2,2,3,0.8818284348000001,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.8818284348000001,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:53+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,4,4,3,1.1552001201,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.1552001201,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:08:56+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,8,8,3,1.9279352911,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.9279352911,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:01+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,16,16,3,4.9075117074,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,4.9075117074,unknown,c,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:03+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,3,0.66520679,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.66520679,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:05+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,2,2,3,0.9507405534000001,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.9507405534000001,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:07+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,4,4,3,1.0380275287,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.0380275287,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:10+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,8,8,3,1.7739067227,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.7739067227,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:15+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,16,16,3,3.7534621283,0.00027523605096,9.7607937699e-07,,,,,0.79806385756,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,3.7534621283,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:16+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,3,0.5046291761,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.5046291761,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:18+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,2,2,3,0.7670299187,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,0.7670299187,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:20+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,4,4,3,1.0078794286,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.0078794286,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:23+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,8,8,3,1.7966976352000001,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,1.7966976352000001,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_2,2026-07-02T14:09:28+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,16,16,3,3.5362035483,0.00027523605096,9.7607937694e-07,,,,,0.79806385756,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_2/strong_scaling_20260702_160251.log,3.5362035483,unknown,cpp,unknown,openmp_domain,32,100,central,2
openmp,openmp_case_3,2026-07-02T14:09:30+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,1,1,1,1.0866197198999998,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.0866197198999998,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:32+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,2,2,1,1.4538177103,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.4538177103,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:35+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,4,4,1,1.9863356464,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.9863356464,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:39+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,8,8,1,3.2975256927,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,3.2975256927,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:46+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,16,16,1,6.8449031338,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,6.8449031338,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:48+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,1,1,1,0.8600063323999999,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.8600063323999999,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:50+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,2,2,1,1.5606453866,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.5606453866,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:53+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,4,4,1,2.0101626776,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,2.0101626776,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:09:57+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,8,8,1,3.4874722995,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,3.4874722995,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:05+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,16,16,1,6.701637812,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,6.701637812,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:07+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,1,1,1,1.088866394,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.088866394,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:09+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,2,2,1,1.6040326878,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.6040326878,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:12+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,4,4,1,1.781147223,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.781147223,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:16+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,8,8,1,3.059528172,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,3.059528172,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:23+00:00,node15.stromboli,cpp_openmp_domain_looped,cpp,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,16,16,1,6.136815294600001,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_looped/results/data/cpp_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,6.136815294600001,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:25+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,1,1,1,0.8597560786,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.8597560786,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:28+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,2,2,1,1.5411830841999998,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.5411830841999998,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:31+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,4,4,1,1.7159888186,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.7159888186,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:35+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,8,8,1,3.0488746612999997,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,3.0488746612999997,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:43+00:00,node15.stromboli,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBGS,1000,200,1,16,16,1,6.624566279400001,0.0011897205504000001,9.9255030069e-07,,,,,0.72019475119,cpp/openmp_domain_vectorized/results/data/cpp_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,6.624566279400001,unknown,cpp,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:44+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,1,1,1,0.6649768762,0.0011899314194000002,9.0315004974e-07,,,,,0.7201732086499999,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.6649768762,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:45+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,2,2,1,0.8201309703,0.0011899314194000002,9.0315004974e-07,,,,,0.7201732086499999,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.8201309703,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:47+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,4,4,1,1.1205011383,0.0011899314194000002,9.0315004974e-07,,,,,0.7201732086499999,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.1205011383,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:50+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,8,8,1,1.8390999100999998,0.0011899314194000002,9.0315004974e-07,,,,,0.7201732086499999,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.8390999100999998,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:55+00:00,node15.stromboli,c_openmp_domain_looped,c,openmp_domain,looped,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,16,16,1,4.9495322779,0.0011899314194000002,9.0315004974e-07,,,,,0.7201732086499999,c/openmp_domain_looped/results/data/c_openmp_domain_looped_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,4.9495322779,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:57+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,1,1,1,0.5038450435,0.0011899314194000002,9.0315004976e-07,,,,,0.7201732086499999,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.5038450435,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:10:58+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,2,2,1,0.7505663298,0.0011899314194000002,9.0315004976e-07,,,,,0.7201732086499999,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,0.7505663298,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:11:00+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,4,4,1,1.0680946819,0.0011899314194000002,9.0315004976e-07,,,,,0.7201732086499999,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.0680946819,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:11:03+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,8,8,1,1.8271713927000002,0.0011899314194000002,9.0315004976e-07,,,,,0.7201732086499999,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,1.8271713927000002,unknown,c,unknown,openmp_domain,32,400,upwind,3
openmp,openmp_case_3,2026-07-02T14:11:07+00:00,node15.stromboli,c_openmp_domain_vectorized,c,openmp_domain,vectorized,case1_N32_Re400_upwind_steps1000_p200,32,400,upwind,RBSOR,1000,200,1,16,16,1,4.1463096626,0.0011899314194000002,9.0315004976e-07,,,,,0.7201732086499999,c/openmp_domain_vectorized/results/data/c_openmp_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/openmp_case_3/strong_scaling_20260702_160928.log,4.1463096626,unknown,c,unknown,openmp_domain,32,400,upwind,3
