SourceFamily,CaseFolder,timestamp_utc,host,solver_group,language,parallel_model,kernel_style,case_id,N,Re,scheme,pressure,steps,poisson_iters,mpi_ranks,threads_per_rank,total_cores,repeat,runtime_s,final_omega_change,final_psi_change,final_ru,final_rv,final_rc_mass,final_rc_div,max_velocity,source_summary,status,log_file,Runtime_s,PressureSolver_std,Language_std,Implementation_std,ParallelModel_std,N_std,Re_std,Scheme_std,CaseIndex
mpi,mpi_case_1,2026-07-02T14:26:20+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,4,1,4,2,35.6817400455,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,35.6817400455,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:26:42+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,8,1,8,2,21.251556158099998,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,21.251556158099998,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:26:57+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,16,1,16,2,14.3264775276,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,14.3264775276,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:27:09+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,1,1,1,2,10.763685703299998,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,10.763685703299998,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:27:19+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,2,1,2,2,9.4567022324,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,9.4567022324,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:27:28+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,4,1,4,2,8.671971321100001,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,8.671971321100001,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:27:37+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,8,1,8,2,8.1086435318,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,8.1086435318,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:27:45+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,16,1,16,2,7.9630050659,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,7.9630050659,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:31:52+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,1,1,1,3,215.7783823013,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,215.7783823013,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:33:57+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,2,1,2,3,124.12190079690001,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,124.12190079690001,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:35:07+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,4,1,4,3,69.62255573270001,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,69.62255573270001,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:35:49+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,8,1,8,3,41.5082550049,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,41.5082550049,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:36:19+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,16,1,16,3,29.0380403996,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,29.0380403996,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:36:41+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,1,1,1,3,21.6111254692,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,21.6111254692,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:37:01+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,2,1,2,3,19.4229040146,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,19.4229040146,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:37:20+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,4,1,4,3,17.8090343475,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,17.8090343475,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:37:37+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,8,1,8,3,16.3939211369,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,16.3939211369,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:37:54+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBGS,1000,200,16,1,16,3,16.3108811378,0.0012822421662,9.825836519e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,16.3108811378,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:40:20+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,1,1,1,3,114.93366360659999,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,114.93366360659999,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:41:23+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,2,1,2,3,62.4282968044,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,62.4282968044,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:42:00+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,4,1,4,3,36.0016613007,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,36.0016613007,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:42:21+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,8,1,8,3,21.0755095482,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,21.0755095482,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:42:36+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,16,1,16,3,14.0930950642,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,14.0930950642,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:42:47+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,1,1,1,3,10.7301716805,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,10.7301716805,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:42:57+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,2,1,2,3,9.3847930431,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,9.3847930431,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:43:07+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,4,1,4,3,8.6608271599,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,8.6608271599,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:43:15+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,8,1,8,3,8.1220004559,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,8.1220004559,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_1,2026-07-02T14:43:24+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_upwind_steps1000_p200,32,100,upwind,RBSOR,1000,200,16,1,16,3,7.9650747776,0.0012820466186,9.6470260159e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_1/strong_scaling_20260702_155617.log,7.9650747776,unknown,python,unknown,mpi_domain,32,100,upwind,1
mpi,mpi_case_2,2026-07-02T14:47:27+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,1,1,1,211.8067324162,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,211.8067324162,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:49:26+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,2,1,2,1,117.84633684159999,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,117.84633684159999,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:50:36+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,4,1,4,1,69.4027318954,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,69.4027318954,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:51:18+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,8,1,8,1,41.6119246483,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,41.6119246483,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:51:47+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,16,1,16,1,27.7374243736,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,27.7374243736,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:52:09+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,1,1,1,21.413715839400002,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,21.413715839400002,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:52:28+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,2,1,2,1,18.6167404652,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,18.6167404652,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:52:46+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,4,1,4,1,17.3274273872,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,17.3274273872,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:53:03+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,8,1,8,1,15.9830281734,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,15.9830281734,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:53:19+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,16,1,16,1,15.7355957031,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,15.7355957031,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:55:42+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,1,112.2039084435,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,112.2039084435,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:56:42+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,2,1,2,1,58.998584270500004,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,58.998584270500004,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:57:17+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,4,1,4,1,34.3489091396,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,34.3489091396,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:57:38+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,8,1,8,1,20.3846931458,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,20.3846931458,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:57:52+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,16,1,16,1,13.649071216600001,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,13.649071216600001,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:58:03+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,1,1,1,1,10.3159754276,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,10.3159754276,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:58:13+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,2,1,2,1,9.1433596611,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,9.1433596611,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:58:22+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,4,1,4,1,8.4110577106,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,8.4110577106,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:58:30+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,8,1,8,1,7.8111758232,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,7.8111758232,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T14:58:39+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBSOR,1000,200,16,1,16,1,7.6891465187,0.0014861083067999998,9.897297979e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,7.6891465187,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:02:47+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,1,1,2,217.6854786873,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,217.6854786873,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:04:48+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,2,1,2,2,120.39000749590001,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,120.39000749590001,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:05:57+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,4,1,4,2,68.3752102852,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,68.3752102852,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:06:39+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,8,1,8,2,41.0372600555,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,41.0372600555,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:07:08+00:00,node13.stromboli,python_mpi_domain_looped,python,mpi_domain,looped,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,16,1,16,2,27.919755935700003,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_looped/results/data/python_mpi_domain_looped_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,27.919755935700003,unknown,python,unknown,mpi_domain,32,100,central,2
mpi,mpi_case_2,2026-07-02T15:07:30+00:00,node13.stromboli,python_mpi_domain_vectorized,python,mpi_domain,vectorized,case1_N32_Re100_central_steps1000_p200,32,100,central,RBGS,1000,200,1,1,1,2,21.476348161700002,0.0014862754633,9.9250477747e-07,,,,,1.0,python/mpi_domain_vectorized/results/data/python_mpi_domain_vectorized_summary.csv,success,logs/strong_scaling_parts/mpi_case_2/strong_scaling_20260702_164325.log,21.476348161700002,unknown,python,unknown,mpi_domain,32,100,central,2
