case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000,250,1,1,1,3,163.9624643,165.9274336,164.2195284,1,164.2195284,1,1
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000,250,1,1,1,3,109.1069441,110.9056673,109.8057203,1,109.8057203,1,1
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000,250,2,2,1,3,89.52113676,91.50311637,91.91304135,1,164.2195284,1.78668,0.893342
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000,250,2,2,1,3,57.09659553,57.89615321,58.18587422,1,109.8057203,1.88715,0.943577
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000,250,4,4,1,3,50.28339648,50.64206251,50.73499918,1,164.2195284,3.23681,0.809202
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000,250,4,4,1,3,33.13052368,33.81678931,33.5213275,1,109.8057203,3.2757,0.818924
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000,250,8,8,1,3,30.42087984,30.9187479,31.15233183,1,164.2195284,5.2715,0.658938
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000,250,8,8,1,3,19.70928907,19.85841227,19.71641183,1,109.8057203,5.56925,0.696157
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000,250,16,16,1,3,20.58343697,20.62954148,20.64765358,1,164.2195284,7.95342,0.497089
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000,250,16,16,1,3,13.27611542,13.39637868,13.3088212,1,109.8057203,8.2506,0.515662
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000,250,1,1,1,3,15.20500088,15.300596,15.24761057,1,15.24761057,1,1
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000,250,1,1,1,3,9.563236713,9.6607457,9.670745611,1,9.670745611,1,1
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000,250,2,2,1,3,13.43075848,13.49602652,13.52617192,1,15.24761057,1.12727,0.563634
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000,250,2,2,1,3,8.459663868,8.490599871,8.478782892,1,9.670745611,1.14058,0.570291
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000,250,4,4,1,3,12.39478922,12.41682688,12.40504861,1,15.24761057,1.22915,0.307286
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000,250,4,4,1,3,7.770061493,7.812186003,7.790296555,1,9.670745611,1.24138,0.310346
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000,250,8,8,1,3,11.57196808,11.60897748,11.61505413,1,15.24761057,1.31275,0.164093
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000,250,8,8,1,3,7.297315597,7.313612541,7.316332102,1,9.670745611,1.3218,0.165225
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000,250,16,16,1,3,11.43169427,11.47201276,11.44051099,1,15.24761057,1.33277,0.0832983
case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000,250,16,16,1,3,7.189331531,7.218698422,7.229081869,1,9.670745611,1.33776,0.0836097
