Implementation,N,Re,Scheme,PoissonSolver,SOROmega,Steps,PoissonIters,OMPThreads,Runtime_s,FinalOmegaChange,FinalPsiChange,MaxVelocity
cpp_openmp_domain_looped,128,1000,central,rbsor,1.700,2000,250,16,10.0767809376,1.1513753005e-02,9.8280990829e-07,8.7707046081e-01
