case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBGS,1000,200,1,1,1,3,1278.942401,1326.897151,1318.488241,1,1318.488241,1,1
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBSOR,1000,200,1,1,1,3,800.2274086,821.5478883,812.9535606,1,812.9535606,1,1
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBGS,1000,200,2,2,1,3,670.170254,689.1988303,697.5035932,1,1318.488241,1.8903,0.945148
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBSOR,1000,200,2,2,1,3,419.3417945,429.3613577,427.1040382,1,812.9535606,1.90341,0.951704
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBGS,1000,200,4,4,1,3,352.1906128,358.9325396,355.3955514,1,1318.488241,3.70992,0.927479
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBSOR,1000,200,4,4,1,3,221.1350896,223.2395635,223.664649,1,812.9535606,3.6347,0.908675
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBGS,1000,200,8,8,1,3,192.5144792,193.5950025,193.9691896,1,1318.488241,6.79741,0.849676
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBSOR,1000,200,8,8,1,3,119.826263,120.2718683,120.113462,1,812.9535606,6.76821,0.846027
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBGS,1000,200,16,16,1,3,109.6511114,110.4829481,110.3187416,1,1318.488241,11.9516,0.746977
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,central,RBSOR,1000,200,16,16,1,3,67.71354198,68.12443288,68.00879383,1,812.9535606,11.9537,0.747103
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBGS,1000,200,1,1,1,3,68.8045826,69.320666,69.4202807,1,69.4202807,1,1
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBSOR,1000,200,1,1,1,3,42.92086053,42.95226995,42.92093301,1,42.92093301,1,1
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBGS,1000,200,2,2,1,3,46.67688203,46.77414529,46.79395604,1,69.4202807,1.48353,0.741765
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBSOR,1000,200,2,2,1,3,28.82808757,28.93395344,28.88902473,1,42.92093301,1.48572,0.742859
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBGS,1000,200,4,4,1,3,35.51623702,35.62630995,35.6258595,1,69.4202807,1.94859,0.487148
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBSOR,1000,200,4,4,1,3,21.90108109,21.97465714,21.9734838,1,42.92093301,1.95331,0.488326
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBGS,1000,200,8,8,1,3,29.57734585,29.66493734,29.67419076,1,69.4202807,2.33942,0.292427
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBSOR,1000,200,8,8,1,3,18.38560247,18.41222239,18.38707662,1,42.92093301,2.3343,0.291787
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBGS,1000,200,16,16,1,3,26.83125901,26.94584084,26.97694802,1,69.4202807,2.57332,0.160832
case1_N64_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,central,RBSOR,1000,200,16,16,1,3,16.62348342,16.66576934,16.667063,1,42.92093301,2.57519,0.16095
