i,j,x,y,u,v,p,speed,vorticity
0,0,0,0,0,0,0.00118786139718,0,0
0,1,0.015873015873,0,0,0,0.0122519440396,0,0
0,2,0.031746031746,0,0,0,0.012539235759,0,0
0,3,0.047619047619,0,0,0,0.012002968771,0,0
0,4,0.0634920634921,0,0,0,0.012800882668,0,0
0,5,0.0793650793651,0,0,0,0.0117352920163,0,0
0,6,0.0952380952381,0,0,0,0.0130493985881,0,0
0,7,0.111111111111,0,0,0,0.0114657616054,0,0
0,8,0.126984126984,0,0,0,0.0132903281692,0,0
0,9,0.142857142857,0,0,0,0.0112023640817,0,0
0,10,0.15873015873,0,0,0,0.0135243429636,0,0
0,11,0.174603174603,0,0,0,0.0109489702205,0,0
0,12,0.190476190476,0,0,0,0.0137498850029,0,0
0,13,0.206349206349,0,0,0,0.0107077298706,0,0
0,14,0.222222222222,0,0,0,0.0139645055346,0,0
0,15,0.238095238095,0,0,0,0.010480117753,0,0
0,16,0.253968253968,0,0,0,0.0141654629636,0,0
0,17,0.269841269841,0,0,0,0.0102673509994,0,0
0,18,0.285714285714,0,0,0,0.0143499527153,0,0
0,19,0.301587301587,0,0,0,0.0100705138554,0,0
0,20,0.31746031746,0,0,0,0.0145151633015,0,0
0,21,0.333333333333,0,0,0,0.00989055753872,0,0
0,22,0.349206349206,0,0,0,0.0146582678746,0,0
0,23,0.365079365079,0,0,0,0.00972826659932,0,0
0,24,0.380952380952,0,0,0,0.0147764133275,0,0
0,25,0.396825396825,0,0,0,0.00958423962321,0,0
0,26,0.412698412698,0,0,0,0.0148667386819,0,0
0,27,0.428571428571,0,0,0,0.00945890507873,0,0
0,28,0.444444444444,0,0,0,0.0149264358047,0,0
0,29,0.460317460317,0,0,0,0.00935257709449,0,0
0,30,0.47619047619,0,0,0,0.0149528555503,0,0
0,31,0.492063492063,0,0,0,0.00926554706795,0,0
0,32,0.507936507937,0,0,0,0.0149436573235,0,0
0,33,0.52380952381,0,0,0,0.00919820117841,0,0
0,34,0.539682539683,0,0,0,0.0148969952552,0,0
0,35,0.555555555556,0,0,0,0.00915114779435,0,0
0,36,0.571428571429,0,0,0,0.0148117263448,0,0
0,37,0.587301587302,0,0,0,0.00912533137341,0,0
0,38,0.603174603175,0,0,0,0.0146876149247,0,0
0,39,0.619047619048,0,0,0,0.00912210296381,0,0
0,40,0.634920634921,0,0,0,0.0145254975717,0,0
0,41,0.650793650794,0,0,0,0.00914321665894,0,0
0,42,0.666666666667,0,0,0,0.0143273696039,0,0
0,43,0.68253968254,0,0,0,0.00919073116965,0,0
0,44,0.698412698413,0,0,0,0.0140963641956,0,0
0,45,0.714285714286,0,0,0,0.00926681731953,0,0
0,46,0.730158730159,0,0,0,0.0138366186841,0,0
0,47,0.746031746032,0,0,0,0.00937350102996,0,0
0,48,0.761904761905,0,0,0,0.0135530538278,0,0
0,49,0.777777777778,0,0,0,0.00951239718212,0,0
0,50,0.793650793651,0,0,0,0.0132511192145,0,0
0,51,0.809523809524,0,0,0,0.00968450086911,0,0
0,52,0.825396825397,0,0,0,0.0129365694309,0,0
0,53,0.84126984127,0,0,0,0.00989009008819,0,0
0,54,0.857142857143,0,0,0,0.0126153234138,0,0
0,55,0.873015873016,0,0,0,0.0101287550587,0,0
0,56,0.888888888889,0,0,0,0.0122934284293,0,0
0,57,0.904761904762,0,0,0,0.0103995129683,0,0
0,58,0.920634920635,0,0,0,0.0119771432581,0,0
0,59,0.936507936508,0,0,0,0.010700943393,0,0
0,60,0.952380952381,0,0,0,0.0116733620345,0,0
0,61,0.968253968254,0,0,0,0.0110315037331,0,0
0,62,0.984126984127,0,0,0,0.0113918087279,0,0
0,63,1,0,0,0,0.0113918087279,0,0
1,0,0,0.015873015873,0,0,0.0122519440396,0,0
1,1,0.015873015873,0.015873015873,-0.000772918420725,-0.000140687092639,0.0122519440396,0.000785618064413,0.0264249382902
1,2,0.031746031746,0.015873015873,0.000162664224832,-0.000134795077788,0.012539235759,0.000211256628384,-0.00213719031702
1,3,0.047619047619,0.015873015873,-0.000646292362397,-0.000113841808244,0.012002968771,0.000656242161855,0.0299239827005
1,4,0.0634920634921,0.015873015873,0.000234015873089,-8.73784249167e-05,0.012800882668,0.000249796753378,-0.00133055198748
1,5,0.0793650793651,0.015873015873,-0.00063447502196,-6.01708768017e-05,0.0117352920163,0.000637321808748,0.0317576936487
1,6,0.0952380952381,0.015873015873,0.000176914583089,-4.90631416495e-05,0.0130493985881,0.000183591834181,0.00305955648265
1,7,0.111111111111,0.015873015873,-0.000724338997831,-2.81178974779e-05,0.0114657616054,0.000724884542488,0.0378076043711
1,8,0.126984126984,0.015873015873,3.09619567163e-05,-3.04079252824e-05,0.0132903281692,4.33968280371e-05,0.0116916639781
1,9,0.142857142857,0.015873015873,-0.000872959481987,-1.37176089883e-05,0.0112023640817,0.000873067253989,0.047000810079
1,10,0.15873015873,0.015873015873,-0.000161257924709,-2.56727158687e-05,0.0135243429636,0.000163288721661,0.0228367307931
1,11,0.174603174603,0.015873015873,-0.00104305668861,-1.0737024317e-05,0.0109489702205,0.00104311194957,0.0575458855038
1,12,0.190476190476,0.015873015873,-0.00036723150604,-2.98239673403e-05,0.0137498850029,0.000368440562447,0.0347929525133
1,13,0.206349206349,0.015873015873,-0.00120760684552,-1.49552306108e-05,0.0107077298706,0.00120769944616,0.0679414867503
1,14,0.222222222222,0.015873015873,-0.000564248904279,-3.9642026636e-05,0.0139645055346,0.000565639740697,0.0462496684227
1,15,0.238095238095,0.015873015873,-0.00134796958348,-2.38754869318e-05,0.010480117753,0.00134818101042,0.077074304999
1,16,0.253968253968,0.015873015873,-0.000736604665729,-5.32931338714e-05,0.0141654629636,0.000738530020846,0.0562511162131
1,17,0.269841269841,0.015873015873,-0.00145107526993,-3.61616686528e-05,0.0102673509994,0.00145152578527,0.0841340716698
1,18,0.285714285714,0.015873015873,-0.000872939508836,-6.9822994199e-05,0.0143499527153,0.000875727489923,0.0640934923231
1,19,0.301587301587,0.015873015873,-0.00150721654788,-5.11348507293e-05,0.0100705138554,0.00150808371623,0.0885172956885
1,20,0.31746031746,0.015873015873,-0.000964503079406,-8.87110488648e-05,0.0145151633015,0.000968574127455,0.0692433254692
1,21,0.333333333333,0.015873015873,-0.00150884188396,-6.83695552976e-05,0.00989055753872,0.00151039009097,0.089766746113
1,22,0.349206349206,0.015873015873,-0.00100442470477,-0.000109531744115,0.0146582678746,0.00101037923104,0.0712980369586
1,23,0.365079365079,0.015873015873,-0.00145025960882,-8.74151627971e-05,0.00972826659932,0.0014528917178,0.0875523479447
1,24,0.380952380952,0.015873015873,-0.000987764573525,-0.000131741120612,0.0147764133275,0.00099651120193,0.0699838733497
1,25,0.396825396825,0.015873015873,-0.00132796018102,-0.000107641983392,0.00958423962321,0.00133231566791,0.0816828073512
1,26,0.412698412698,0.015873015873,-0.000912019646491,-0.000154576271241,0.0148667386819,0.000925026301905,0.0651771421296
1,27,0.428571428571,0.015873015873,-0.00114123861008,-0.00012818790814,0.00945890507873,0.00114841530159,0.072133027367
1,28,0.444444444444,0.015873015873,-0.000777788303501,-0.000177037939676,0.0149264358047,0.00079768231593,0.0569341681999
1,29,0.460317460317,0.015873015873,-0.000892862505109,-0.000147973907143,0.00935257709449,0.000905041286475,0.0590743180289
1,30,0.47619047619,0.015873015873,-0.000589378033856,-0.00019792691223,0.0149528555503,0.000621724641121,0.0455187505549
1,31,0.492063492063,0.015873015873,-0.000589613098982,-0.000165763897483,0.00926554706795,0.000612471449294,0.0428982710512
1,32,0.507936507937,0.015873015873,-0.000355213197866,-0.000215917190652,0.0149436573235,0.000415688163359,0.0314196022989
1,33,0.52380952381,0.015873015873,-0.000242581341861,-0.000180258491844,0.00919820117841,0.000302223148188,0.0242281722013
1,34,0.539682539683,0.015873015873,-8.79368791574e-05,-0.000229662931846,0.0148969952552,0.000245922664632,0.0153524481176
1,35,0.555555555556,0.015873015873,0.000132882435858,-0.000190222229298,0.00915114779435,0.000232039303306,0.00391304317328
1,36,0.571428571429,0.015873015873,0.000195891386494,-0.000237941236402,0.0148117263448,0.000308203613352,-0.00175784897002
1,37,0.587301587302,0.015873015873,0.00051766641632,-0.000194641733025,0.00912533137341,0.000553049656741,-0.0170003083013
1,38,0.603174603175,0.015873015873,0.000476588495314,-0.000239823485781,0.0146876149247,0.000533527785779,-0.018819113663
1,39,0.619047619048,0.015873015873,0.000889919248765,-0.00019289680412,0.00912210296381,0.000910585221911,-0.0373206848257
1,40,0.634920634921,0.015873015873,0.000732664291458,-0.000234847642179,0.0145254975717,0.000769383115889,-0.0346392703838
1,41,0.650793650794,0.015873015873,0.00122659251984,-0.000184906164161,0.00914321665894,0.00124045132886,-0.0557912880137
1,42,0.666666666667,0.015873015873,0.000942584965445,-0.000223145083143,0.0143273696039,0.000968638294315,-0.0480161742927
1,43,0.68253968254,0.015873015873,0.00150536822143,-0.000171198944958,0.00919073116965,0.00151507180056,-0.0711880660116
