i,j,x,y,u,v,p,speed,vorticity
0,0,0,0,0,0,-0.00109524458518,0,0
0,1,0.015873015873,0,0,0,0.0135505827751,0,0
0,2,0.031746031746,0,0,0,0.0135301628749,0,0
0,3,0.047619047619,0,0,0,0.0132782711835,0,0
0,4,0.0634920634921,0,0,0,0.0132433580244,0,0
0,5,0.0793650793651,0,0,0,0.0127778980029,0,0
0,6,0.0952380952381,0,0,0,0.0128332596458,0,0
0,7,0.111111111111,0,0,0,0.0122058443714,0,0
0,8,0.126984126984,0,0,0,0.0124248867051,0,0
0,9,0.142857142857,0,0,0,0.0116714316934,0,0
0,10,0.15873015873,0,0,0,0.0120959561325,0,0
0,11,0.174603174603,0,0,0,0.0112385773314,0,0
0,12,0.190476190476,0,0,0,0.0118882116042,0,0
0,13,0.206349206349,0,0,0,0.010941135772,0,0
0,14,0.222222222222,0,0,0,0.011821406558,0,0
0,15,0.238095238095,0,0,0,0.0107956023434,0,0
0,16,0.253968253968,0,0,0,0.0119033760699,0,0
0,17,0.269841269841,0,0,0,0.0108093748752,0,0
0,18,0.285714285714,0,0,0,0.0121361041738,0,0
0,19,0.301587301587,0,0,0,0.0109853070224,0,0
0,20,0.31746031746,0,0,0,0.0125186513429,0,0
0,21,0.333333333333,0,0,0,0.0113235044908,0,0
0,22,0.349206349206,0,0,0,0.013047812526,0,0
0,23,0.365079365079,0,0,0,0.0118212109785,0,0
0,24,0.380952380952,0,0,0,0.0137172757257,0,0
0,25,0.396825396825,0,0,0,0.0124715194559,0,0
0,26,0.412698412698,0,0,0,0.0145159590079,0,0
0,27,0.428571428571,0,0,0,0.0132615531676,0,0
0,28,0.444444444444,0,0,0,0.0154261251713,0,0
0,29,0.460317460317,0,0,0,0.0141706836681,0,0
0,30,0.47619047619,0,0,0,0.0164218028537,0,0
0,31,0.492063492063,0,0,0,0.0151692820922,0,0
0,32,0.507936507937,0,0,0,0.0174679714353,0,0
0,33,0.52380952381,0,0,0,0.0162184218149,0,0
0,34,0.539682539683,0,0,0,0.0185208794269,0,0
0,35,0.555555555556,0,0,0,0.0172708477051,0,0
0,36,0.571428571429,0,0,0,0.0195297435649,0,0
0,37,0.587301587302,0,0,0,0.0182733815836,0,0
0,38,0.603174603175,0,0,0,0.020439904484,0,0
0,39,0.619047619048,0,0,0,0.0191707369854,0,0
0,40,0.634920634921,0,0,0,0.0211972948567,0,0
0,41,0.650793650794,0,0,0,0.0199104794015,0,0
0,42,0.666666666667,0,0,0,0.0217538296586,0,0
0,43,0.68253968254,0,0,0,0.0204486252593,0,0
0,44,0.698412698413,0,0,0,0.0220731019309,0,0
0,45,0.714285714286,0,0,0,0.0207551797466,0,0
0,46,0.730158730159,0,0,0,0.0221356236798,0,0
0,47,0.746031746032,0,0,0,0.0208188350288,0,0
0,48,0.761904761905,0,0,0,0.0219428527073,0,0
0,49,0.777777777778,0,0,0,0.0206501399679,0,0
0,50,0.793650793651,0,0,0,0.0215194313713,0,0
0,51,0.809523809524,0,0,0,0.020282728612,0,0
0,52,0.825396825397,0,0,0,0.020913424862,0,0
0,53,0.84126984127,0,0,0,0.0197726172832,0,0
