i,j,x,y,u,v,p,speed,vorticity
0,0,0,0,0,0,0.00230566934835,0,0
0,1,0.015873015873,0,0,0,0.0173643597359,0,0
0,2,0.031746031746,0,0,0,0.0174737054451,0,0
0,3,0.047619047619,0,0,0,0.0171914870249,0,0
0,4,0.0634920634921,0,0,0,0.0175279501733,0,0
0,5,0.0793650793651,0,0,0,0.0169790045841,0,0
0,6,0.0952380952381,0,0,0,0.0175717610589,0,0
0,7,0.111111111111,0,0,0,0.0167708218881,0,0
0,8,0.126984126984,0,0,0,0.0176308809242,0,0
0,9,0.142857142857,0,0,0,0.0165875631082,0,0
0,10,0.15873015873,0,0,0,0.0177139232108,0,0
0,11,0.174603174603,0,0,0,0.0164362591026,0,0
0,12,0.190476190476,0,0,0,0.0178211766589,0,0
0,13,0.206349206349,0,0,0,0.016318402285,0,0
0,14,0.222222222222,0,0,0,0.0179503814997,0,0
0,15,0.238095238095,0,0,0,0.0162343026319,0,0
0,16,0.253968253968,0,0,0,0.0180994807468,0,0
0,17,0.269841269841,0,0,0,0.0161848332822,0,0
0,18,0.285714285714,0,0,0,0.018267421485,0,0
0,19,0.301587301587,0,0,0,0.0161716466085,0,0
0,20,0.31746031746,0,0,0,0.0184538721514,0,0
0,21,0.333333333333,0,0,0,0.0161965977893,0,0
0,22,0.349206349206,0,0,0,0.0186584184938,0,0
0,23,0.365079365079,0,0,0,0.0162608233383,0,0
0,24,0.380952380952,0,0,0,0.0188795694435,0,0
0,25,0.396825396825,0,0,0,0.0163637299353,0,0
0,26,0.412698412698,0,0,0,0.0191137658973,0,0
0,27,0.428571428571,0,0,0,0.0165020530281,0,0
0,28,0.444444444444,0,0,0,0.0193545344022,0,0
0,29,0.460317460317,0,0,0,0.0166691273702,0,0
0,30,0.47619047619,0,0,0,0.0195919390176,0,0
0,31,0.492063492063,0,0,0,0.0168545382042,0,0
0,32,0.507936507937,0,0,0,0.0198125166394,0,0
0,33,0.52380952381,0,0,0,0.0170443451084,0,0
0,34,0.539682539683,0,0,0,0.0199998844724,0,0
0,35,0.555555555556,0,0,0,0.0172220427171,0,0
0,36,0.571428571429,0,0,0,0.0201361405827,0,0
0,37,0.587301587302,0,0,0,0.0173703112757,0,0
0,38,0.603174603175,0,0,0,0.0202040215229,0,0
0,39,0.619047619048,0,0,0,0.0174734158983,0,0
0,40,0.634920634921,0,0,0,0.0201895569818,0,0
0,41,0.650793650794,0,0,0,0.0175198811744,0,0
0,42,0.666666666667,0,0,0,0.0200847370678,0,0
0,43,0.68253968254,0,0,0,0.0175048815565,0,0
0,44,0.698412698413,0,0,0,0.0198895788329,0,0
0,45,0.714285714286,0,0,0,0.0174317435542,0,0
0,46,0.730158730159,0,0,0,0.0196130307821,0,0
0,47,0.746031746032,0,0,0,0.017312114365,0,0
0,48,0.761904761905,0,0,0,0.0192724142404,0,0
0,49,0.777777777778,0,0,0,0.0171646953953,0,0
0,50,0.793650793651,0,0,0,0.0188915032672,0,0
0,51,0.809523809524,0,0,0,0.0170128567414,0,0
0,52,0.825396825397,0,0,0,0.0184977397099,0,0
0,53,0.84126984127,0,0,0,0.0168817641299,0,0
0,54,0.857142857143,0,0,0,0.0181192765188,0,0
0,55,0.873015873016,0,0,0,0.016795673973,0,0
0,56,0.888888888889,0,0,0,0.01778235213,0,0
0,57,0.904761904762,0,0,0,0.0167755962315,0,0
0,58,0.920634920635,0,0,0,0.0175087028318,0,0
0,59,0.936507936508,0,0,0,0.0168363207323,0,0
0,60,0.952380952381,0,0,0,0.0173109922741,0,0
0,61,0.968253968254,0,0,0,0.016979658972,0,0
0,62,0.984126984127,0,0,0,0.0171823073581,0,0
0,63,1,0,0,0,0.0171823073581,0,0
1,0,0,0.015873015873,0,0,0.0173643597359,0,0
1,1,0.015873015873,0.015873015873,-0.000121989175935,-9.49463201201e-05,0.0173643597359,0.000154583837285,0.00348632244654
1,2,0.031746031746,0.015873015873,4.65941650567e-05,-7.60689588755e-05,0.0174737054451,8.92048357531e-05,0.00385823485494
1,3,0.047619047619,0.015873015873,-0.000176452556779,-3.48535357267e-05,0.0171914870249,0.000179861818478,0.0167365021534
1,4,0.0634920634921,0.015873015873,-0.000137385913875,1.54941267455e-05,0.0175279501733,0.000138256852615,0.0198510412089
1,5,0.0793650793651,0.015873015873,-0.000506661811864,5.86139331081e-05,0.0169790045841,0.000510040963801,0.0386112483277
1,6,0.0952380952381,0.015873015873,-0.000596309848632,9.32068917498e-05,0.0175717610589,0.000603550296368,0.0479006977508
1,7,0.111111111111,0.015873015873,-0.0010744979458,0.000121102650326,0.0167708218881,0.00108130092363,0.0723852806527
1,8,0.126984126984,0.015873015873,-0.00125291228363,0.000138279498884,0.0176308809242,0.00126051989682,0.086591181362
1,9,0.142857142857,0.015873015873,-0.00179375423966,0.00015373901936,0.0165875631082,0.00180033051365,0.114818458637
1,10,0.15873015873,0.015873015873,-0.0020238953064,0.000158758920766,0.0177139232108,0.00203011246146,0.132085640021
1,11,0.174603174603,0.015873015873,-0.00259152181472,0.00016668854738,0.0164362591026,0.00259687704522,0.162168358574
1,12,0.190476190476,0.015873015873,-0.00284767760873,0.000164185538443,0.0178211766589,0.00285240681781,0.18098735878
1,13,0.206349206349,0.015873015873,-0.00341779132066,0.000168085789936,0.016318402285,0.00342192202488,0.21150413816
