case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBGS,2000,250,1,1,1,3,1365.239867,1397.151487,1367.069372,1,1367.069372,1,1
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBSOR,2000,250,1,1,1,3,930.1561916,955.6895001,963.1972067,1,963.1972067,1,1
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBGS,2000,250,2,2,1,3,735.5627236,740.8873689,736.7314427,1,1367.069372,1.85559,0.927794
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBSOR,2000,250,2,2,1,3,487.0149243,493.5013177,495.6026757,1,963.1972067,1.94349,0.971743
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBGS,2000,250,4,4,1,3,380.5692468,388.7140251,390.8851035,1,1367.069372,3.49737,0.874342
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBSOR,2000,250,4,4,1,3,250.785059,252.3835573,251.2048495,1,963.1972067,3.83431,0.958577
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBGS,2000,250,8,8,1,3,209.6107836,211.1529121,209.6180592,1,1367.069372,6.52172,0.815214
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBSOR,2000,250,8,8,1,3,136.7365007,137.1742496,136.779413,1,963.1972067,7.04197,0.880247
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBGS,2000,250,16,16,1,3,116.9257176,117.4532286,117.6277318,1,1367.069372,11.622,0.726375
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,64,1000,upwind,RBSOR,2000,250,16,16,1,3,77.42828298,77.54192011,77.53086948,1,963.1972067,12.4234,0.776463
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBGS,2000,250,1,1,1,3,73.24634051,73.85001492,74.0602355,1,74.0602355,1,1
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBSOR,2000,250,1,1,1,3,46.61641312,46.94540389,47.06137252,1,47.06137252,1,1
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBGS,2000,250,2,2,1,3,49.34296966,49.50136026,49.42897129,1,74.0602355,1.49832,0.749158
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBSOR,2000,250,2,2,1,3,31.86856031,31.88337215,31.87072706,1,47.06137252,1.47663,0.738317
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBGS,2000,250,4,4,1,3,37.61510468,37.75110428,37.76838517,1,74.0602355,1.96091,0.490226
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBSOR,2000,250,4,4,1,3,24.24144506,24.36977855,24.38981557,1,47.06137252,1.92955,0.482388
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBGS,2000,250,8,8,1,3,31.49073219,31.50310095,31.50641489,1,74.0602355,2.35064,0.29383
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBSOR,2000,250,8,8,1,3,20.22209001,20.272096,20.22801995,1,47.06137252,2.32654,0.290818
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBGS,2000,250,16,16,1,3,28.73458433,28.76313694,28.76331282,1,74.0602355,2.57482,0.160926
case1_N64_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,1000,upwind,RBSOR,2000,250,16,16,1,3,18.37811732,18.40614986,18.40635371,1,47.06137252,2.5568,0.1598
