solver_group,CaseID,Implementation,N,Re,Scheme,PressureSolver,Runtime_s,Iterations,AvgPoissonRelResidual,Quality,source_file
octave_looped,29,loop,128,400,upwind,RBGS,52322.6887929,7000,0.000361222821364,validated_but_not_converged,comparison/results/split/octave_looped_case_029.csv
octave_looped,30,loop,128,400,upwind,RBSOR,29433.692518,7000,9.30158858502e-05,validated_but_not_converged,comparison/results/split/octave_looped_case_030.csv
octave_looped,31,loop,128,400,central,RBGS,62662.0844119,8500,0.000399920557594,validated_but_not_converged,comparison/results/split/octave_looped_case_031.csv
octave_looped,32,loop,128,400,central,RBSOR,34357.5432909,8500,9.2999271937e-05,validated_but_not_converged,comparison/results/split/octave_looped_case_032.csv
octave_looped,34,loop,128,1000,upwind,RBSOR,40292.9176109,10000,9.36613220346e-05,needs_improvement,comparison/results/split/octave_looped_case_034.csv
octave_looped,36,loop,128,1000,central,RBSOR,45635.472441,11500,9.27573244329e-05,needs_improvement,comparison/results/split/octave_looped_case_036.csv
octave_vectorized,1,vectorized,32,100,upwind,RBGS,751.117865086,4000,9.17261227739e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_001.csv
octave_vectorized,2,vectorized,32,100,upwind,RBSOR,204.299653053,4000,5.75090163629e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_002.csv
octave_vectorized,3,vectorized,32,100,central,RBGS,938.153558969,5500,9.16411087027e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_003.csv
octave_vectorized,4,vectorized,32,100,central,RBSOR,253.59355998,5500,5.92300574361e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_004.csv
octave_vectorized,5,vectorized,32,400,upwind,RBGS,735.192237139,4000,9.29384779981e-05,needs_improvement,comparison/results/split/octave_vectorized_case_005.csv
octave_vectorized,6,vectorized,32,400,upwind,RBSOR,193.322314978,4000,6.45593192336e-05,needs_improvement,comparison/results/split/octave_vectorized_case_006.csv
octave_vectorized,7,vectorized,32,400,central,RBGS,951.130481958,5500,9.31774606428e-05,needs_improvement,comparison/results/split/octave_vectorized_case_007.csv
octave_vectorized,8,vectorized,32,400,central,RBSOR,258.287318945,5500,6.52177025163e-05,needs_improvement,comparison/results/split/octave_vectorized_case_008.csv
octave_vectorized,9,vectorized,32,1000,upwind,RBGS,743.329119921,7000,8.72827263944e-05,needs_improvement,comparison/results/split/octave_vectorized_case_009.csv
octave_vectorized,10,vectorized,32,1000,upwind,RBSOR,258.12057209,7000,5.43281322191e-05,needs_improvement,comparison/results/split/octave_vectorized_case_010.csv
octave_vectorized,11,vectorized,32,1000,central,RBGS,765.659889936,8500,8.78148556894e-05,needs_improvement,comparison/results/split/octave_vectorized_case_011.csv
octave_vectorized,12,vectorized,32,1000,central,RBSOR,277.032374144,8500,4.80505600102e-05,needs_improvement,comparison/results/split/octave_vectorized_case_012.csv
octave_vectorized,13,vectorized,64,100,upwind,RBGS,4241.93433309,4000,9.80531322402e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_013.csv
octave_vectorized,14,vectorized,64,100,upwind,RBSOR,751.963799,4000,8.02159832272e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_014.csv
octave_vectorized,15,vectorized,64,100,central,RBGS,5380.51212406,5500,9.78963559449e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_015.csv
octave_vectorized,16,vectorized,64,100,central,RBSOR,877.430227041,5500,7.87017974524e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_016.csv
octave_vectorized,17,vectorized,64,400,upwind,RBGS,4810.81176209,4000,9.82123100574e-05,needs_improvement,comparison/results/split/octave_vectorized_case_017.csv
octave_vectorized,18,vectorized,64,400,upwind,RBSOR,735.514630079,4000,7.94659329115e-05,needs_improvement,comparison/results/split/octave_vectorized_case_018.csv
octave_vectorized,19,vectorized,64,400,central,RBGS,6717.52372885,5500,9.83589004006e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_019.csv
octave_vectorized,20,vectorized,64,400,central,RBSOR,916.240212917,5500,7.80452949486e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_020.csv
octave_vectorized,21,vectorized,64,1000,upwind,RBGS,5712.39764094,7000,9.77776596704e-05,needs_improvement,comparison/results/split/octave_vectorized_case_021.csv
octave_vectorized,22,vectorized,64,1000,upwind,RBSOR,998.14930892,7000,7.77800383048e-05,needs_improvement,comparison/results/split/octave_vectorized_case_022.csv
octave_vectorized,23,vectorized,64,1000,central,RBGS,7685.64833689,8500,9.80088314945e-05,needs_improvement,comparison/results/split/octave_vectorized_case_023.csv
octave_vectorized,24,vectorized,64,1000,central,RBSOR,1186.81006789,8500,7.97024667847e-05,needs_improvement,comparison/results/split/octave_vectorized_case_024.csv
octave_vectorized,25,vectorized,128,100,upwind,RBGS,29568.854708,7000,0.000140371533297,validated_but_not_converged,comparison/results/split/octave_vectorized_case_025.csv
octave_vectorized,26,vectorized,128,100,upwind,RBSOR,7574.88597298,7000,9.31921712342e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_026.csv
octave_vectorized,27,vectorized,128,100,central,RBGS,33705.6104131,8500,0.000149392174025,validated_but_not_converged,comparison/results/split/octave_vectorized_case_027.csv
octave_vectorized,28,vectorized,128,100,central,RBSOR,8870.12732196,8500,9.35820927652e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_028.csv
octave_vectorized,29,vectorized,128,400,upwind,RBGS,31043.7542682,7000,0.000361222821364,validated_but_not_converged,comparison/results/split/octave_vectorized_case_029.csv
octave_vectorized,30,vectorized,128,400,upwind,RBSOR,8318.85218906,7000,9.30158858502e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_030.csv
octave_vectorized,31,vectorized,128,400,central,RBGS,37759.008631,8500,0.000399920557594,validated_but_not_converged,comparison/results/split/octave_vectorized_case_031.csv
octave_vectorized,32,vectorized,128,400,central,RBSOR,10592.404834,8500,9.2999271937e-05,validated_but_not_converged,comparison/results/split/octave_vectorized_case_032.csv
octave_vectorized,33,vectorized,128,1000,upwind,RBGS,46436.3592019,10000,0.000305247594764,needs_improvement,comparison/results/split/octave_vectorized_case_033.csv
octave_vectorized,34,vectorized,128,1000,upwind,RBSOR,10945.4137678,10000,9.36613220346e-05,needs_improvement,comparison/results/split/octave_vectorized_case_034.csv
octave_vectorized,35,vectorized,128,1000,central,RBGS,54566.302834,11500,0.000309287535411,needs_improvement,comparison/results/split/octave_vectorized_case_035.csv
octave_vectorized,36,vectorized,128,1000,central,RBSOR,11944.9957218,11500,9.27573244329e-05,needs_improvement,comparison/results/split/octave_vectorized_case_036.csv
python_looped,1,serial_python_looped,32,100,upwind,RBGS,4310.16173873,4000,9.17261227739e-05,validated_but_not_converged,comparison/results/split/python_looped_case_001.csv
python_looped,2,serial_python_looped,32,100,upwind,RBSOR,1294.01226491,4000,5.75090163629e-05,validated_but_not_converged,comparison/results/split/python_looped_case_002.csv
python_looped,3,serial_python_looped,32,100,central,RBGS,5251.44295238,5500,9.16411087027e-05,validated_but_not_converged,comparison/results/split/python_looped_case_003.csv
python_looped,4,serial_python_looped,32,100,central,RBSOR,1596.31287877,5500,5.92300574361e-05,validated_but_not_converged,comparison/results/split/python_looped_case_004.csv
python_looped,5,serial_python_looped,32,400,upwind,RBGS,4188.87996635,4000,9.29384779981e-05,needs_improvement,comparison/results/split/python_looped_case_005.csv
python_looped,6,serial_python_looped,32,400,upwind,RBSOR,1201.83233233,4000,6.45593192335e-05,needs_improvement,comparison/results/split/python_looped_case_006.csv
python_looped,7,serial_python_looped,32,400,central,RBGS,5358.4299323,5500,9.31774606427e-05,needs_improvement,comparison/results/split/python_looped_case_007.csv
python_looped,8,serial_python_looped,32,400,central,RBSOR,1674.68484606,5500,6.52177025163e-05,needs_improvement,comparison/results/split/python_looped_case_008.csv
python_looped,9,serial_python_looped,32,1000,upwind,RBGS,4270.83700078,7000,8.72827263944e-05,needs_improvement,comparison/results/split/python_looped_case_009.csv
python_looped,10,serial_python_looped,32,1000,upwind,RBSOR,1606.8505186,7000,5.4328132219e-05,needs_improvement,comparison/results/split/python_looped_case_010.csv
python_looped,11,serial_python_looped,32,1000,central,RBGS,4388.83617285,8500,8.78148556893e-05,needs_improvement,comparison/results/split/python_looped_case_011.csv
python_looped,12,serial_python_looped,32,1000,central,RBSOR,1734.86427127,8500,4.8050560011e-05,needs_improvement,comparison/results/split/python_looped_case_012.csv
python_looped,13,serial_python_looped,64,100,upwind,RBGS,67545.4896744,4000,9.80531322402e-05,validated_but_not_converged,comparison/results/split/python_looped_case_013.csv
python_looped,14,serial_python_looped,64,100,upwind,RBSOR,13011.9329859,4000,8.02159832272e-05,validated_but_not_converged,comparison/results/split/python_looped_case_014.csv
python_looped,16,serial_python_looped,64,100,central,RBSOR,15709.659519,5500,7.87017974524e-05,validated_but_not_converged,comparison/results/split/python_looped_case_016.csv
python_looped,17,serial_python_looped,64,400,upwind,RBGS,79859.7112572,4000,9.82123100574e-05,needs_improvement,comparison/results/split/python_looped_case_017.csv
python_looped,18,serial_python_looped,64,400,upwind,RBSOR,12598.8224477,4000,7.94659329116e-05,needs_improvement,comparison/results/split/python_looped_case_018.csv
python_looped,20,serial_python_looped,64,400,central,RBSOR,16266.0245655,5500,7.80452949485e-05,validated_but_not_converged,comparison/results/split/python_looped_case_020.csv
python_looped,22,serial_python_looped,64,1000,upwind,RBSOR,16894.7415488,7000,7.77800383048e-05,needs_improvement,comparison/results/split/python_looped_case_022.csv
python_looped,24,serial_python_looped,64,1000,central,RBSOR,21472.7487942,8500,7.97024667853e-05,needs_improvement,comparison/results/split/python_looped_case_024.csv
python_vectorized,1,serial_python_vectorized,32,100,upwind,RBGS,368.849707955,4000,9.17261227739e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_001.csv
python_vectorized,2,serial_python_vectorized,32,100,upwind,RBSOR,107.036006588,4000,5.75090163629e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_002.csv
python_vectorized,3,serial_python_vectorized,32,100,central,RBGS,444.187334321,5500,9.16411087027e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_003.csv
python_vectorized,4,serial_python_vectorized,32,100,central,RBSOR,133.033490276,5500,5.92300574361e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_004.csv
python_vectorized,5,serial_python_vectorized,32,400,upwind,RBGS,359.66483964,4000,9.29384779981e-05,needs_improvement,comparison/results/split/python_vectorized_case_005.csv
python_vectorized,6,serial_python_vectorized,32,400,upwind,RBSOR,98.4688467178,4000,6.45593192335e-05,needs_improvement,comparison/results/split/python_vectorized_case_006.csv
python_vectorized,7,serial_python_vectorized,32,400,central,RBGS,452.909948964,5500,9.31774606428e-05,needs_improvement,comparison/results/split/python_vectorized_case_007.csv
python_vectorized,8,serial_python_vectorized,32,400,central,RBSOR,134.386245936,5500,6.52177025162e-05,needs_improvement,comparison/results/split/python_vectorized_case_008.csv
python_vectorized,9,serial_python_vectorized,32,1000,upwind,RBGS,356.786838969,7000,8.72827263944e-05,needs_improvement,comparison/results/split/python_vectorized_case_009.csv
python_vectorized,10,serial_python_vectorized,32,1000,upwind,RBSOR,131.436546903,7000,5.43281322189e-05,needs_improvement,comparison/results/split/python_vectorized_case_010.csv
python_vectorized,11,serial_python_vectorized,32,1000,central,RBGS,363.464044919,8500,8.78148556893e-05,needs_improvement,comparison/results/split/python_vectorized_case_011.csv
python_vectorized,12,serial_python_vectorized,32,1000,central,RBSOR,142.582008695,8500,4.80505600102e-05,needs_improvement,comparison/results/split/python_vectorized_case_012.csv
python_vectorized,13,serial_python_vectorized,64,100,upwind,RBGS,2957.67050502,4000,9.80531322402e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_013.csv
python_vectorized,14,serial_python_vectorized,64,100,upwind,RBSOR,564.058302553,4000,8.02159832272e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_014.csv
python_vectorized,15,serial_python_vectorized,64,100,central,RBGS,3656.43546765,5500,9.78963559449e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_015.csv
python_vectorized,16,serial_python_vectorized,64,100,central,RBSOR,697.444718918,5500,7.87017974524e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_016.csv
python_vectorized,17,serial_python_vectorized,64,400,upwind,RBGS,3461.71599383,4000,9.82123100574e-05,needs_improvement,comparison/results/split/python_vectorized_case_017.csv
python_vectorized,18,serial_python_vectorized,64,400,upwind,RBSOR,565.9000504,4000,7.94659329116e-05,needs_improvement,comparison/results/split/python_vectorized_case_018.csv
python_vectorized,19,serial_python_vectorized,64,400,central,RBGS,4553.89892898,5500,9.83589004006e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_019.csv
python_vectorized,20,serial_python_vectorized,64,400,central,RBSOR,736.73475326,5500,7.80452949485e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_020.csv
python_vectorized,21,serial_python_vectorized,64,1000,upwind,RBGS,4191.98561634,7000,9.77776596704e-05,needs_improvement,comparison/results/split/python_vectorized_case_021.csv
python_vectorized,22,serial_python_vectorized,64,1000,upwind,RBSOR,751.99050362,7000,7.77800383048e-05,needs_improvement,comparison/results/split/python_vectorized_case_022.csv
python_vectorized,23,serial_python_vectorized,64,1000,central,RBGS,5156.48279836,8500,9.80088314945e-05,needs_improvement,comparison/results/split/python_vectorized_case_023.csv
python_vectorized,24,serial_python_vectorized,64,1000,central,RBSOR,924.940671489,8500,7.97024667853e-05,needs_improvement,comparison/results/split/python_vectorized_case_024.csv
python_vectorized,25,serial_python_vectorized,128,100,upwind,RBGS,32123.2899459,7000,0.000140371533297,validated_but_not_converged,comparison/results/split/python_vectorized_case_025.csv
python_vectorized,26,serial_python_vectorized,128,100,upwind,RBSOR,7648.1460409,7000,9.31921712343e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_026.csv
python_vectorized,27,serial_python_vectorized,128,100,central,RBGS,33561.3708038,8500,0.000149392174025,validated_but_not_converged,comparison/results/split/python_vectorized_case_027.csv
python_vectorized,28,serial_python_vectorized,128,100,central,RBSOR,8940.66681415,8500,9.35820927654e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_028.csv
python_vectorized,29,serial_python_vectorized,128,400,upwind,RBGS,31636.3432452,7000,0.000361222821364,validated_but_not_converged,comparison/results/split/python_vectorized_case_029.csv
python_vectorized,30,serial_python_vectorized,128,400,upwind,RBSOR,9349.16964962,7000,9.30158858505e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_030.csv
python_vectorized,31,serial_python_vectorized,128,400,central,RBGS,38672.4657449,8500,0.000399920557594,validated_but_not_converged,comparison/results/split/python_vectorized_case_031.csv
python_vectorized,32,serial_python_vectorized,128,400,central,RBSOR,11054.6017973,8500,9.29992719373e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_032.csv
python_vectorized,33,serial_python_vectorized,128,1000,upwind,RBGS,44620.1620566,10000,0.000305247594764,validated_but_not_converged,comparison/results/split/python_vectorized_case_033.csv
python_vectorized,34,serial_python_vectorized,128,1000,upwind,RBSOR,11542.4172233,10000,9.36613220349e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_034.csv
python_vectorized,35,serial_python_vectorized,128,1000,central,RBGS,52652.3360563,11500,0.000309287535411,validated_but_not_converged,comparison/results/split/python_vectorized_case_035.csv
python_vectorized,36,serial_python_vectorized,128,1000,central,RBSOR,13532.3714409,11500,9.2757324433e-05,validated_but_not_converged,comparison/results/split/python_vectorized_case_036.csv
c_mpi,1,mpi_c_case_parallel,32,100,upwind,RBGS,49.985734,4000,9.17261227739e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,2,mpi_c_case_parallel,32,1000,upwind,RBGS,48.865337,7000,8.72827263944e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,3,mpi_c_case_parallel,64,400,upwind,RBGS,932.69001,4000,9.82123100574e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,4,mpi_c_case_parallel,128,100,upwind,RBGS,10318.416887,7000,0.000140371533297,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,5,mpi_c_case_parallel,128,1000,upwind,RBGS,15491.489091,10000,0.000305247594764,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,6,mpi_c_case_parallel,32,100,upwind,RBSOR,9.815788,4000,5.75090163629e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,7,mpi_c_case_parallel,32,1000,upwind,RBSOR,12.35239,7000,5.4328132219e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,8,mpi_c_case_parallel,64,400,upwind,RBSOR,100.493141,4000,7.94659329116e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,9,mpi_c_case_parallel,128,100,upwind,RBSOR,1785.114906,7000,9.31921712343e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,10,mpi_c_case_parallel,128,1000,upwind,RBSOR,2616.646582,10000,9.36613220349e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,11,mpi_c_case_parallel,32,100,central,RBGS,61.287001,5500,9.16411087027e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,12,mpi_c_case_parallel,32,1000,central,RBGS,49.656634,8500,8.78148556892e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,13,mpi_c_case_parallel,64,400,central,RBGS,1224.056906,5500,9.83589004006e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,14,mpi_c_case_parallel,128,100,central,RBGS,11771.44635,8500,0.000149392174025,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,15,mpi_c_case_parallel,128,1000,central,RBGS,17819.51604,11500,0.000309287535411,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,16,mpi_c_case_parallel,32,100,central,RBSOR,12.282737,5500,5.9230057436e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,17,mpi_c_case_parallel,32,1000,central,RBSOR,13.406886,8500,4.80505600103e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,18,mpi_c_case_parallel,64,400,central,RBSOR,130.532813,5500,7.80452949486e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,19,mpi_c_case_parallel,128,100,central,RBSOR,2093.003069,8500,9.35820927654e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,20,mpi_c_case_parallel,128,1000,central,RBSOR,3069.497799,11500,9.27573244329e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,21,mpi_c_case_parallel,32,400,upwind,RBGS,48.377415,4000,9.29384779982e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,22,mpi_c_case_parallel,64,100,upwind,RBGS,806.132241,4000,9.80531322402e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,23,mpi_c_case_parallel,64,1000,upwind,RBGS,1114.334766,7000,9.77776596704e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,24,mpi_c_case_parallel,128,400,upwind,RBGS,10845.556247,7000,0.000361222821364,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,25,mpi_c_case_parallel,32,400,upwind,RBSOR,9.155061,4000,6.45593192336e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,26,mpi_c_case_parallel,64,100,upwind,RBSOR,100.357178,4000,8.02159832272e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,27,mpi_c_case_parallel,64,1000,upwind,RBSOR,134.085419,7000,7.77800383046e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,28,mpi_c_case_parallel,128,400,upwind,RBSOR,2145.099626,7000,9.30158858505e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,29,mpi_c_case_parallel,32,400,central,RBGS,61.719384,5500,9.31774606428e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,30,mpi_c_case_parallel,64,100,central,RBGS,985.266601,5500,9.78963559449e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,31,mpi_c_case_parallel,64,1000,central,RBGS,1406.085402,8500,9.80088314945e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,32,mpi_c_case_parallel,128,400,central,RBGS,13170.445289,8500,0.000399920557594,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,33,mpi_c_case_parallel,32,400,central,RBSOR,12.385281,5500,6.52177025164e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,34,mpi_c_case_parallel,64,100,central,RBSOR,124.269238,5500,7.87017974524e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,35,mpi_c_case_parallel,64,1000,central,RBSOR,168.671271,8500,7.97024667852e-05,needs_improvement,comparison/results/raw/c_mpi_r8_full.csv
c_mpi,36,mpi_c_case_parallel,128,400,central,RBSOR,2499.682768,8500,9.29992719373e-05,validated_but_not_converged,comparison/results/raw/c_mpi_r8_full.csv
cpp_mpi,1,mpi_cpp_case_parallel_cpp,32,100,upwind,RBGS,62.658726074,4000,9.17261227739e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,2,mpi_cpp_case_parallel_cpp,32,1000,upwind,RBGS,61.256297091,7000,8.72827263944e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,3,mpi_cpp_case_parallel_cpp,64,400,upwind,RBGS,1153.26116233,4000,9.82123100574e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,4,mpi_cpp_case_parallel_cpp,128,100,upwind,RBGS,12787.422327,7000,0.000140371533297,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,5,mpi_cpp_case_parallel_cpp,128,1000,upwind,RBGS,19185.8347501,10000,0.000305247594764,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,6,mpi_cpp_case_parallel_cpp,32,100,upwind,RBSOR,15.515620392,4000,5.75090163629e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,7,mpi_cpp_case_parallel_cpp,32,1000,upwind,RBSOR,19.367027842,7000,5.4328132219e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,8,mpi_cpp_case_parallel_cpp,64,400,upwind,RBSOR,158.846099488,4000,7.94659329116e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,9,mpi_cpp_case_parallel_cpp,128,100,upwind,RBSOR,2810.4440401,7000,9.31921712343e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,10,mpi_cpp_case_parallel_cpp,128,1000,upwind,RBSOR,4109.55181412,10000,9.36613220349e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,11,mpi_cpp_case_parallel_cpp,32,100,central,RBGS,76.763488203,5500,9.16411087027e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,12,mpi_cpp_case_parallel_cpp,32,1000,central,RBGS,62.043059441,8500,8.78148556892e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,13,mpi_cpp_case_parallel_cpp,64,400,central,RBGS,1514.8078963,5500,9.83589004006e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,14,mpi_cpp_case_parallel_cpp,128,100,central,RBGS,14593.586183,8500,0.000149392174025,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,15,mpi_cpp_case_parallel_cpp,128,1000,central,RBGS,22047.9874907,11500,0.000309287535411,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,16,mpi_cpp_case_parallel_cpp,32,100,central,RBSOR,19.459688004,5500,5.9230057436e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,17,mpi_cpp_case_parallel_cpp,32,1000,central,RBSOR,21.013722697,8500,4.80505600103e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,18,mpi_cpp_case_parallel_cpp,64,400,central,RBSOR,206.372104876,5500,7.80452949486e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,19,mpi_cpp_case_parallel_cpp,128,100,central,RBSOR,3280.45601311,8500,9.35820927654e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,20,mpi_cpp_case_parallel_cpp,128,1000,central,RBSOR,4840.97065101,11500,9.27573244329e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,21,mpi_cpp_case_parallel_cpp,32,400,upwind,RBGS,60.728668309,4000,9.29384779982e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,22,mpi_cpp_case_parallel_cpp,64,100,upwind,RBGS,994.874441449,4000,9.80531322402e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,23,mpi_cpp_case_parallel_cpp,64,1000,upwind,RBGS,1379.80968941,7000,9.77776596704e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,24,mpi_cpp_case_parallel_cpp,128,400,upwind,RBGS,13420.5093339,7000,0.000361222821364,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,25,mpi_cpp_case_parallel_cpp,32,400,upwind,RBSOR,14.451902678,4000,6.45593192336e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,26,mpi_cpp_case_parallel_cpp,64,100,upwind,RBSOR,159.30357803,4000,8.02159832272e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,27,mpi_cpp_case_parallel_cpp,64,1000,upwind,RBSOR,211.258615032,7000,7.77800383046e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,28,mpi_cpp_case_parallel_cpp,128,400,upwind,RBSOR,3386.53617433,7000,9.30158858505e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,29,mpi_cpp_case_parallel_cpp,32,400,central,RBGS,77.242653904,5500,9.31774606428e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,30,mpi_cpp_case_parallel_cpp,64,100,central,RBGS,1217.62998905,5500,9.78963559449e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,31,mpi_cpp_case_parallel_cpp,64,1000,central,RBGS,1742.5597068,8500,9.80088314945e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,32,mpi_cpp_case_parallel_cpp,128,400,central,RBGS,16355.001695,8500,0.000399920557594,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,33,mpi_cpp_case_parallel_cpp,32,400,central,RBSOR,19.645895865,5500,6.52177025164e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,34,mpi_cpp_case_parallel_cpp,64,100,central,RBSOR,195.846905243,5500,7.87017974524e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
