SourceFamily,CaseFolder,CaseIndex,case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency,best_total_cores,best_runtime_median_s,successful_repeats,Runtime_s_mean,Runtime_s_std,Runtime_s_min,Runtime_s_max
openmp,openmp_case_11,11,case1_N64_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,1000,upwind,RBSOR,2000.0,250.0,2.0,1,2.0,3.0,1.999333143,2.006028424,2.00194392,1.0,2.436716609,1.21718,0.608588,2.0,2.00194392,,,,,
openmp,openmp_case_11,11,case1_N64_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,1000,upwind,RBGS,2000.0,250.0,4.0,1,4.0,3.0,3.189011153,3.259816023,3.287738558,1.0,4.754315577,1.44607,0.361519,4.0,3.287738558,,,,,
openmp,openmp_case_11,11,case1_N64_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,1000,upwind,RBSOR,2000.0,250.0,4.0,1,4.0,3.0,2.102531914,2.129114038,2.108026784,1.0,3.2238276530000003,1.52931,0.382328,4.0,2.108026784,,,,,
openmp,openmp_case_11,11,case1_N64_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,1000,upwind,RBGS,2000.0,250.0,4.0,1,4.0,3.0,2.9662187660000003,3.053680866,3.0795918810000003,1.0,3.645957578,1.18391,0.295977,4.0,3.0795918810000003,,,,,
openmp,openmp_case_11,11,case1_N64_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,1000,upwind,RBSOR,2000.0,250.0,4.0,1,4.0,3.0,1.923250195,1.993325721,2.017353326,1.0,2.439206306,1.2091100000000001,0.30227800000000005,4.0,2.017353326,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,64,1000,central,RBGS,2000.0,250.0,4.0,1,4.0,3.0,3.8084708380000003,3.8580628960000003,3.86003866,1.0,5.221347354,1.35267,0.338167,4.0,3.86003866,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,64,1000,central,RBSOR,2000.0,250.0,4.0,1,4.0,3.0,2.329897746,2.3665403130000002,2.380709387,1.0,3.339897174,1.4029,0.350725,4.0,2.380709387,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,1000,central,RBGS,2000.0,250.0,2.0,1,2.0,3.0,3.380407564,3.5157855660000004,3.406688478,1.0,4.03064879,1.18316,0.591579,2.0,3.406688478,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,1000,central,RBSOR,2000.0,250.0,2.0,1,2.0,3.0,2.078182057,2.155521845,2.091488183,1.0,2.5098721790000003,1.20004,0.600021,2.0,2.091488183,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,1000,central,RBGS,2000.0,250.0,4.0,1,4.0,3.0,3.7026850660000004,3.724374803,3.730791066,1.0,5.237014156,1.40373,0.350932,4.0,3.730791066,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,1000,central,RBSOR,2000.0,250.0,4.0,1,4.0,3.0,2.2681162319999997,2.273463392,2.273404315,1.0,3.317613881,1.4593200000000002,0.364829,4.0,2.273404315,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,1000,central,RBGS,2000.0,250.0,4.0,1,4.0,3.0,3.4288329330000002,3.444361334,3.434510216,1.0,4.029093649,1.1731200000000002,0.29328000000000004,4.0,3.434510216,,,,,
openmp,openmp_case_12,12,case1_N64_Re1000_central_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,1000,central,RBSOR,2000.0,250.0,4.0,1,4.0,3.0,2.0764582380000003,2.112751905,2.119454641,1.0,2.510574836,1.18454,0.296135,4.0,2.119454641,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,100,upwind,RBGS,2500.0,250.0,8.0,1,8.0,3.0,2.909351967,2.927791085,2.916777518,1.0,8.636768527000001,2.96107,0.370133,8.0,2.916777518,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,100,upwind,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,2.391463105,2.409098649,2.397728316,1.0,7.2406828029999994,3.0198099999999997,0.37747600000000003,8.0,2.397728316,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,100,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,2.565047901,2.570668059,2.569861274,1.0,6.098912474,2.37325,0.5933109999999999,4.0,2.569861274,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,100,upwind,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,2.117613401,2.126934235,2.131114479,1.0,5.017954201,2.35462,0.588654,4.0,2.131114479,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,100,upwind,RBGS,2500.0,250.0,8.0,1,8.0,3.0,2.98593488,3.001288733,3.000627782,1.0,8.687637225,2.89527,0.36190900000000004,8.0,3.000627782,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,100,upwind,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,2.379950933,2.434674189,2.446043257,1.0,7.282226752000001,2.97715,0.372143,8.0,2.446043257,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,100,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,2.544397574,2.550011198,2.549544569,1.0,6.057654962000001,2.3759799999999998,0.5939939999999999,4.0,2.549544569,,,,,
openmp,openmp_case_13,13,case1_N128_Re100_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,100,upwind,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,2.089516159,2.105277367,2.102166932,1.0,4.985250074,2.37148,0.59287,4.0,2.102166932,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,100,central,RBGS,2500.0,250.0,8.0,1,8.0,3.0,8.826235816,8.8718898,8.842889897000001,1.0,24.25985526,2.74343,0.342929,8.0,8.842889897000001,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,100,central,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,7.283160482,7.362237101,7.289508857,1.0,20.14832966,2.76402,0.345502,8.0,7.289508857,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,100,central,RBGS,2500.0,250.0,4.0,1,4.0,3.0,7.645336557,7.674134221,7.6799864620000005,1.0,18.09130534,2.35564,0.588911,4.0,7.6799864620000005,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,100,central,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.328189001,6.361543654,6.37708699,1.0,14.89896002,2.33633,0.584082,4.0,6.37708699,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,100,central,RBGS,2500.0,250.0,8.0,1,8.0,3.0,8.91453813,8.990748803999999,8.983727578,1.0,24.43886118,2.72035,0.340043,8.0,8.983727578,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,100,central,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,6.997386351,7.250502267000001,7.370189152999999,1.0,20.23945496,2.74612,0.34326599999999996,8.0,7.370189152999999,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,100,central,RBGS,2500.0,250.0,4.0,1,4.0,3.0,7.565527443,7.663811249,7.712416563,1.0,17.96231155,2.32901,0.582253,4.0,7.712416563,,,,,
openmp,openmp_case_14,14,case1_N128_Re100_central_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,100,central,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.260804329,6.325118426,6.343441255,1.0,14.78328652,2.33048,0.582621,4.0,6.343441255,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,9.602424141,9.64781257,9.615622647,1.0,26.43649763,2.74933,0.6873319999999999,4.0,9.615622647,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,7.046416964,7.099099777999999,7.104181747999999,1.0,20.70078785,2.9138900000000003,0.364236,8.0,7.104181747999999,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,8.061995108,8.174122566,8.136725701,1.0,19.89769473,2.44542,0.611354,4.0,8.136725701,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.282575209,6.440964298,6.512649562000001,1.0,15.41902918,2.36755,0.591888,4.0,6.512649562000001,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,9.873710524,9.954049175,9.920844894,1.0,26.58341128,2.67955,0.669888,4.0,9.920844894,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,7.3536748329999995,7.555183474,7.595322285,1.0,20.88032452,2.7491,0.343638,8.0,7.595322285,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500.0,250.0,4.0,1,4.0,3.0,8.12566106,8.252797102999999,8.200185983999999,1.0,19.74916463,2.4083799999999997,0.6020949999999999,4.0,8.200185983999999,,,,,
openmp,openmp_case_15,15,case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.243205305,6.280742844,6.280290727000001,1.0,15.30320415,2.4367,0.609176,4.0,6.280290727000001,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,central,RBGS,2500.0,250.0,8.0,1,8.0,3.0,10.17843034,10.27881614,10.22232213,1.0,27.76169807,2.71579,0.339474,8.0,10.22232213,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,central,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,7.6431899670000005,7.68961629,7.679653991,1.0,21.17926186,2.7578400000000003,0.34473000000000004,8.0,7.679653991,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,central,RBGS,2500.0,250.0,4.0,1,4.0,3.0,8.829882677999999,8.909656886,8.935350403,1.0,20.77866741,2.32545,0.581361,4.0,8.935350403,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,central,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.611727789,6.667517501,6.687667772,1.0,15.68804106,2.3458200000000002,0.586454,4.0,6.687667772,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,central,RBGS,2500.0,250.0,8.0,1,8.0,3.0,10.14539618,10.312884,10.22442159,1.0,27.97791507,2.73638,0.342048,8.0,10.22442159,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,central,RBSOR,2500.0,250.0,8.0,1,8.0,3.0,7.66399711,7.70348625,7.694795925,1.0,21.330081200000002,2.77201,0.346502,8.0,7.694795925,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,central,RBGS,2500.0,250.0,4.0,1,4.0,3.0,8.717660852,8.760193138,8.728758108,1.0,20.62879646,2.36331,0.590829,4.0,8.728758108,,,,,
openmp,openmp_case_16,16,case1_N128_Re400_central_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,central,RBSOR,2500.0,250.0,4.0,1,4.0,3.0,6.592060298,6.65042553,6.626934297000001,1.0,15.55830516,2.34774,0.5869340000000001,4.0,6.626934297000001,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,upwind,RBGS,4000.0,300.0,8.0,1,8.0,3.0,8.057069495,8.402147756,8.42947742,1.0,23.41471653,2.77772,0.347215,8.0,8.42947742,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,upwind,RBSOR,4000.0,300.0,8.0,1,8.0,3.0,6.014535211,6.189345392000001,6.07217636,1.0,17.53902633,2.88843,0.361053,8.0,6.07217636,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,upwind,RBGS,4000.0,300.0,4.0,1,4.0,3.0,7.149232104,7.458749622999999,7.541792002,1.0,17.54550866,2.3264400000000003,0.581609,4.0,7.541792002,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,upwind,RBSOR,4000.0,300.0,4.0,1,4.0,3.0,5.323235471,5.446186107999999,5.504435743999999,1.0,13.00019801,2.36177,0.590442,4.0,5.504435743999999,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,upwind,RBGS,4000.0,300.0,8.0,1,8.0,3.0,8.486880444,8.577598318,8.60579212,1.0,23.59325631,2.7415599999999998,0.342694,8.0,8.60579212,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,upwind,RBSOR,4000.0,300.0,8.0,1,8.0,3.0,6.0481806360000006,6.300935431,6.385841257999999,1.0,17.7264822,2.7759,0.346988,8.0,6.385841257999999,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,1000,upwind,RBGS,4000.0,300.0,4.0,1,4.0,3.0,7.349077422000001,7.404106465,7.422452953,1.0,17.41957996,2.34688,0.586719,4.0,7.422452953,,,,,
openmp,openmp_case_17,17,case1_N128_Re1000_upwind_steps4000_p300,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,1000,upwind,RBSOR,4000.0,300.0,4.0,1,4.0,3.0,5.294038575,5.3748978020000004,5.310895611,1.0,12.90278567,2.42949,0.6073729999999999,4.0,5.310895611,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000.0,300.0,8.0,1,8.0,3.0,9.105339982,9.296986462000001,9.131152965,1.0,26.23259224,2.8728700000000003,0.359108,8.0,9.131152965,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000.0,300.0,8.0,1,8.0,3.0,6.761168867,6.826789269,6.782704029,1.0,18.70699416,2.7580400000000003,0.34475500000000003,8.0,6.782704029,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000.0,300.0,4.0,1,4.0,3.0,8.029313795,8.290593219,8.387776042999999,1.0,19.62124355,2.33927,0.584817,4.0,8.387776042999999,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000.0,300.0,4.0,1,4.0,3.0,5.8627275039999995,5.876926346,5.883639748999999,1.0,13.77137334,2.34062,0.585155,4.0,5.883639748999999,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000.0,300.0,8.0,1,8.0,3.0,9.198939968,9.59017848,9.656067524,1.0,26.35706211,2.72959,0.341198,8.0,9.656067524,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBSOR,4000.0,300.0,8.0,1,8.0,3.0,6.787543467999999,6.881537917,6.926459722000001,1.0,18.81099651,2.71582,0.339477,8.0,6.926459722000001,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,1000,central,RBGS,4000.0,300.0,4.0,1,4.0,3.0,7.998235188,8.180551093,8.188160378,1.0,19.47670608,2.3786400000000003,0.594661,4.0,8.188160378,,,,,
openmp,openmp_case_18,18,case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,1000,central,RBSOR,4000.0,300.0,4.0,1,4.0,3.0,5.88953805,5.905105391,5.890229054,1.0,13.66721814,2.32032,0.58008,4.0,5.890229054,,,,,
mpi,mpi_case_1,1,case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,28.20134807,28.54591791,28.39836526,1.0,221.38064980000001,7.795539999999999,0.487221,16.0,28.39836526,,,,,
mpi,mpi_case_1,1,case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,upwind,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,14.09309506,14.17546558,14.10682416,1.0,112.5233281,7.97652,0.498532,16.0,14.10682416,,,,,
mpi,mpi_case_1,1,case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,16.17465258,16.23045691,16.20583701,1.0,22.08607936,1.36285,0.0851779,16.0,16.20583701,,,,,
mpi,mpi_case_1,1,case1_N32_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,upwind,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,7.963005066,7.971961896,7.965074778,1.0,10.73017168,1.34715,0.08419700000000001,16.0,7.965074778,,,,,
mpi,mpi_case_2,2,case1_N32_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,central,RBGS,1000.0,200.0,16.0,16,1.0,3.0,27.73742437,27.83504073,27.84794188,1.0,211.80673240000002,7.60583,0.475364,16.0,27.84794188,,,,,
mpi,mpi_case_2,2,case1_N32_Re100_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,100,central,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,13.64907122,13.68240611,13.66002655,1.0,112.2039084,8.214030000000001,0.5133770000000001,16.0,13.66002655,,,,,
mpi,mpi_case_2,2,case1_N32_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,central,RBGS,1000.0,200.0,16.0,16,1.0,3.0,15.70784712,15.7258389,15.73407388,1.0,21.41371584,1.3609799999999999,0.08506110000000001,16.0,15.73407388,,,,,
mpi,mpi_case_2,2,case1_N32_Re100_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,100,central,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,7.6891465189999995,7.71949927,7.734443665,1.0,10.33861852,1.3367,0.0835437,16.0,7.734443665,,,,,
mpi,mpi_case_3,3,case1_N32_Re400_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,400,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,22.47261119,22.62529755,22.52788663,1.0,181.1878479,8.042819999999999,0.502677,16.0,22.52788663,,,,,
mpi,mpi_case_3,3,case1_N32_Re400_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,400,upwind,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,11.90080976,12.00146302,12.00167799,1.0,95.04090643,7.91897,0.494936,16.0,12.00167799,,,,,
mpi,mpi_case_3,3,case1_N32_Re400_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,400,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,12.75162292,12.81108363,12.83171535,1.0,17.32227945,1.34996,0.0843724,16.0,12.83171535,,,,,
mpi,mpi_case_3,3,case1_N32_Re400_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,400,upwind,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,6.6010646820000005,6.617748578,6.605105639,1.0,9.012247324,1.3644399999999999,0.0852773,16.0,6.605105639,,,,,
mpi,mpi_case_4,4,case1_N32_Re400_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,400,central,RBGS,1000.0,200.0,16.0,16,1.0,3.0,20.41272664,20.75756041,20.9281621,1.0,165.0741842,7.88766,0.492979,16.0,20.9281621,,,,,
mpi,mpi_case_4,4,case1_N32_Re400_central_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,32,400,central,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,10.86360264,10.94828312,10.96491933,1.0,88.03771543,8.02903,0.501815,16.0,10.96491933,,,,,
mpi,mpi_case_4,4,case1_N32_Re400_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,400,central,RBGS,1000.0,200.0,16.0,16,1.0,3.0,11.60056567,11.64321812,11.61197901,1.0,15.81962681,1.36235,0.0851471,16.0,11.61197901,,,,,
mpi,mpi_case_4,4,case1_N32_Re400_central_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,400,central,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,5.982926846,6.005244096,5.997656107,1.0,7.994611025,1.3329600000000001,0.0833097,16.0,5.997656107,,,,,
mpi,mpi_case_5,5,case1_N32_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,upwind,RBGS,2000.0,250.0,16.0,16,1.0,3.0,25.777516600000002,26.04366843,25.97477889,1.0,206.86646130000003,7.96413,0.497758,16.0,25.97477889,,,,,
mpi,mpi_case_5,5,case1_N32_Re1000_upwind_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,upwind,RBSOR,2000.0,250.0,16.0,16,1.0,3.0,15.71042776,15.93159668,15.98721027,1.0,130.5362115,8.16504,0.510315,16.0,15.98721027,,,,,
mpi,mpi_case_5,5,case1_N32_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,upwind,RBGS,2000.0,250.0,16.0,16,1.0,3.0,14.61928987,14.66060583,14.67165875,1.0,19.65339375,1.33955,0.08372180000000001,16.0,14.67165875,,,,,
mpi,mpi_case_5,5,case1_N32_Re1000_upwind_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,upwind,RBSOR,2000.0,250.0,16.0,16,1.0,3.0,8.732845783,8.74708732,8.750581026,1.0,11.80211592,1.3487200000000001,0.0842952,16.0,8.750581026,,,,,
mpi,mpi_case_6,6,case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBGS,2000.0,250.0,16.0,16,1.0,3.0,20.58343697,20.62954148,20.64765358,1.0,164.2195284,7.9534199999999995,0.49708900000000006,16.0,20.64765358,,,,,
mpi,mpi_case_6,6,case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_looped,python,mpi_domain,looped,32,1000,central,RBSOR,2000.0,250.0,16.0,16,1.0,3.0,13.27611542,13.39637868,13.3088212,1.0,109.8057203,8.2506,0.515662,16.0,13.3088212,,,,,
mpi,mpi_case_6,6,case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBGS,2000.0,250.0,16.0,16,1.0,3.0,11.43169427,11.47201276,11.44051099,1.0,15.24761057,1.33277,0.0832983,16.0,11.44051099,,,,,
mpi,mpi_case_6,6,case1_N32_Re1000_central_steps2000_p250,python_mpi_domain_vectorized,python,mpi_domain,vectorized,32,1000,central,RBSOR,2000.0,250.0,16.0,16,1.0,3.0,7.1893315310000006,7.218698422,7.229081869,1.0,9.670745611000001,1.33776,0.0836097,16.0,7.229081869,,,,,
mpi,mpi_case_7,7,case1_N64_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,109.57478119999999,110.2083679,109.6285388,1.0,1310.831833,11.957,0.747314,16.0,109.6285388,,,,,
mpi,mpi_case_7,7,case1_N64_Re100_upwind_steps1000_p200,python_mpi_domain_looped,python,mpi_domain,looped,64,100,upwind,RBSOR,1000.0,200.0,16.0,16,1.0,3.0,69.11885643,69.45875478,69.14942193,1.0,802.8392317,11.6102,0.725638,16.0,69.14942193,,,,,
mpi,mpi_case_7,7,case1_N64_Re100_upwind_steps1000_p200,python_mpi_domain_vectorized,python,mpi_domain,vectorized,64,100,upwind,RBGS,1000.0,200.0,16.0,16,1.0,3.0,27.20064425,27.23115015,27.23944736,1.0,70.19420147,2.57693,0.16105799999999998,16.0,27.23944736,,,,,
