SourceFamily,CaseFolder,CaseIndex,case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency,successful_repeats,Runtime_s_mean,Runtime_s_std,Runtime_s_min,Runtime_s_max
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,100,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.598741397,2.608339842,2.599934366,1.0,3.748893928,1.44192,0.36048,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,100,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.316014979,5.376455896,5.383068207999999,1.0,5.436209865,1.00987,0.12623399999999999,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,100,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.5298444110000005,3.5374722569999997,3.536350749,1.0,3.748893928,1.0601,0.13251300000000002,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,100,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,9.72843761,9.997114339,10.00505062,1.0,5.436209865,0.543347,0.0339592,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,100,central,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.231300205,6.713567453,6.586013298999999,1.0,3.748893928,0.569221,0.035576300000000005,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBGS,1000.0,200.0,1.0,1,1.0,3.0,4.19288547,4.209452083,4.196369749,1.0,4.196369749,1.0,1.0,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,2.84350675,2.84853362,2.8462235739999997,1.0,2.8462235739999997,1.0,1.0,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBGS,1000.0,200.0,2.0,1,2.0,3.0,3.6300262589999996,3.765099246,3.654655941,1.0,4.196369749,1.1482299999999999,0.574113,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.455014754,2.630386134,2.7115353680000003,1.0,2.8462235739999997,1.04967,0.524836,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBGS,1000.0,200.0,4.0,1,4.0,3.0,3.575447485,3.587755832,3.585261695,1.0,4.196369749,1.17045,0.292613,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.40901592,2.434660282,2.440797042,1.0,2.8462235739999997,1.1661,0.291526,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.188760623,5.228631027,5.194568913,1.0,4.196369749,0.8078380000000001,0.10098,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.410209697,3.4478112239999996,3.432887122,1.0,2.8462235739999997,0.829105,0.10363800000000001,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,9.642909057,10.58187289,10.8576847,1.0,4.196369749,0.386488,0.0241555,,,,,
openmp,openmp_case_8,8,case1_N64_Re100_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,100,central,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.221283946000001,6.452185909,6.513004735,1.0,2.8462235739999997,0.43700600000000006,0.0273129,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,1.0,1,1.0,3.0,5.774204284,5.78898056,5.777566928,1.0,5.777566928,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.879144993,3.883692838,3.8819445260000003,1.0,3.8819445260000003,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,2.0,1,2.0,3.0,4.421682369,4.441049131000001,4.425407257,1.0,5.777566928,1.30554,0.652772,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.942225657,3.031182092,2.9529595669999997,1.0,3.8819445260000003,1.31459,0.657297,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,4.0,1,4.0,3.0,4.269029744,4.290315681,4.2827699589999995,1.0,5.777566928,1.34903,0.337256,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.711558316,2.7635193460000003,2.784244891,1.0,3.8819445260000003,1.39425,0.348563,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.870871544,5.917819827000001,5.926240001,1.0,5.777566928,0.9749129999999999,0.12186400000000001,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.7697994639999997,3.8500909360000004,3.832426991,1.0,3.8819445260000003,1.01292,0.126615,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.87505411,11.03713768,10.94603166,1.0,5.777566928,0.5278229999999999,0.0329889,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.9283085170000005,7.076253434,7.01449107,1.0,3.8819445260000003,0.5534180000000001,0.0345886,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,1.0,1,1.0,3.0,4.469344277,4.473170818,4.472243518,1.0,4.472243518,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,2.963813912,2.9661331310000003,2.9646484930000003,1.0,2.9646484930000003,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,2.0,1,2.0,3.0,3.709808785,3.7321300839999996,3.734069761,1.0,4.472243518,1.19769,0.598843,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.470559265,2.6295834030000003,2.70758529,1.0,2.9646484930000003,1.09494,0.547471,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,4.0,1,4.0,3.0,3.946433008,3.970529382,3.9740169639999996,1.0,4.472243518,1.12537,0.281343,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.520505741,2.538791496,2.536307201,1.0,2.9646484930000003,1.16888,0.292221,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.873089939,5.9140201789999995,5.877276525,1.0,4.472243518,0.760938,0.0951173,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.7278442380000003,3.785389721,3.759570587,1.0,2.9646484930000003,0.78856,0.09857010000000001,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.98776433,11.96842391,12.12033616,1.0,4.472243518,0.368987,0.0230617,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,7.116443682000001,8.124636085,7.765141752000001,1.0,2.9646484930000003,0.381789,0.0238618,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,1.0,1,1.0,3.0,5.781485755,5.783251793,5.781729814,1.0,5.781729814,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.8882502060000004,3.894094201,3.893415693,1.0,3.893415693,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,2.0,1,2.0,3.0,4.449739967,4.468564525,4.4694336130000005,1.0,5.781729814,1.29362,0.6468079999999999,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.9598784410000003,3.03284946,2.9717942330000002,1.0,3.893415693,1.3101200000000002,0.655061,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,4.0,1,4.0,3.0,4.083055876,4.092401907,4.096426085,1.0,5.781729814,1.41141,0.352852,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.635429025,2.67077461,2.676339805,1.0,3.893415693,1.45475,0.363688,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.568205699,5.57217818,5.5704618020000005,1.0,5.781729814,1.03793,0.129741,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.609015252,3.6438571669999997,3.620286744,1.0,3.893415693,1.07544,0.134431,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.19833908,10.30667579,10.2693118,1.0,5.781729814,0.56301,0.035188199999999996,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,upwind,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.537890233,6.639031682000001,6.609684076000001,1.0,3.893415693,0.589047,0.0368154,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,1.0,1,1.0,3.0,4.455770116,4.462670231000001,4.461966522,1.0,4.461966522,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,2.96010898,2.961333143,2.9611030780000003,1.0,2.9611030780000003,1.0,1.0,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,2.0,1,2.0,3.0,3.833107006,3.851629425,3.8432610589999996,1.0,4.461966522,1.16098,0.580492,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.503370304,2.5282684090000003,2.530580591,1.0,2.9611030780000003,1.17013,0.585064,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,4.0,1,4.0,3.0,3.8152713510000003,3.823523756,3.822503723,1.0,4.461966522,1.16729,0.29182199999999997,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.475271348,2.5095088469999998,2.517022669,1.0,2.9611030780000003,1.1764299999999999,0.294108,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.456503983999999,5.477821144,5.488318454,1.0,4.461966522,0.8129930000000001,0.101624,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.5511465369999997,3.5679396389999996,3.564491808,1.0,2.9611030780000003,0.830722,0.10384000000000002,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.07623968,10.12587608,10.12021731,1.0,4.461966522,0.440896,0.027556,,,,,
openmp,openmp_case_9,9,case1_N64_Re400_upwind_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,upwind,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.484610367999999,6.651032026,6.536230624,1.0,2.9611030780000003,0.453029,0.028314299999999997,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,1.0,1,1.0,3.0,6.121847671,6.147335396,6.133329927999999,1.0,6.133329927999999,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.961393565,3.9646821819999998,3.9647184460000005,1.0,3.9647184460000005,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,2.0,1,2.0,3.0,4.692151289,4.708474358999999,4.698591676,1.0,6.133329927999999,1.30535,0.6526770000000001,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,3.021488164,3.036912301,3.041802123,1.0,3.9647184460000005,1.30341,0.651706,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,4.0,1,4.0,3.0,4.545579489,4.576063476,4.586842995,1.0,6.133329927999999,1.3371600000000001,0.334289,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.8848399710000003,2.892134008,2.892535538,1.0,3.9647184460000005,1.37067,0.342668,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,6.313203294,6.345573371,6.353282052999999,1.0,6.133329927999999,0.9653799999999999,0.120672,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.9653618219999998,4.004810065,3.9807049,1.0,3.9647184460000005,0.995984,0.124498,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.61573144,12.36060259,12.17589968,1.0,6.133329927999999,0.503727,0.0314829,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,7.277386151,7.916136057,7.40937775,1.0,3.9647184460000005,0.535095,0.033443400000000005,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,1.0,1,1.0,3.0,4.731066659,4.733036067,4.731324263,1.0,4.731324263,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.014854442,3.0177333219999998,3.018505067,1.0,3.018505067,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,2.0,1,2.0,3.0,3.9810921919999998,4.132106683,3.981467247,1.0,4.731324263,1.18834,0.594168,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.529283144,2.615030564,2.531896275,1.0,3.018505067,1.1921899999999999,0.596096,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,4.0,1,4.0,3.0,3.8566271810000003,4.128046739,4.240082483999999,1.0,4.731324263,1.11586,0.278964,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.665390912,2.687906926,2.684020467,1.0,3.018505067,1.1246200000000002,0.28115500000000004,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,6.155147735,6.3308597639999995,6.27251488,1.0,4.731324263,0.7542949999999999,0.0942868,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.830052551,3.8684454410000004,3.8876317780000003,1.0,3.018505067,0.776438,0.0970548,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,11.46190145,11.73514853,11.803086500000001,1.0,4.731324263,0.400855,0.025053400000000003,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,7.262628831000001,7.284040834,7.276874799,1.0,3.018505067,0.414808,0.0259255,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,1.0,1,1.0,3.0,6.126697984,6.148162216,6.144266717000001,1.0,6.144266717000001,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.959922329,3.962492908,3.9635646980000003,1.0,3.9635646980000003,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,2.0,1,2.0,3.0,4.708528657,4.741039035,4.750670668,1.0,6.144266717000001,1.29335,0.646674,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,3.028196108,3.041139003,3.044806145,1.0,3.9635646980000003,1.30175,0.6508729999999999,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,4.0,1,4.0,3.0,4.361673038999999,4.39310865,4.396095872,1.0,6.144266717000001,1.3976600000000001,0.349416,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.67257015,2.740111433,2.7728835530000002,1.0,3.9635646980000003,1.4294,0.35735,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,6.019805923,6.042505736,6.032552585,1.0,6.144266717000001,1.01852,0.127315,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.5082670819999997,3.665113255,3.7176586389999997,1.0,3.9635646980000003,1.06615,0.133268,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,10.23516351,10.82005903,11.03498784,1.0,6.144266717000001,0.5567989999999999,0.0347999,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,64,400,central,RBSOR,1000.0,200.0,16.0,1,16.0,3.0,6.111036126,6.538373041,6.710222162000001,1.0,3.9635646980000003,0.590676,0.0369172,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,1.0,1,1.0,3.0,4.7366771960000005,4.740583545,4.740293831000001,1.0,4.740293831000001,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,1.0,1,1.0,3.0,3.0139829110000003,3.0178111010000004,3.016564544,1.0,3.016564544,1.0,1.0,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,2.0,1,2.0,3.0,4.104676712,4.12201719,4.126944892,1.0,4.740293831000001,1.14862,0.57431,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,2.0,1,2.0,3.0,2.580505282,2.594081859,2.589757744,1.0,3.016564544,1.1648100000000001,0.582403,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,4.0,1,4.0,3.0,3.931014691,4.037494514,4.088854764,1.0,4.740293831000001,1.1593200000000001,0.28983000000000003,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,4.0,1,4.0,3.0,2.574485309,2.591102128,2.595628764,1.0,3.016564544,1.1621700000000001,0.290543,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,8.0,1,8.0,3.0,5.25520375,5.7008207429999995,5.908498183,1.0,4.740293831000001,0.802284,0.100286,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBSOR,1000.0,200.0,8.0,1,8.0,3.0,3.660257034,3.675813757,3.679881711,1.0,3.016564544,0.8197450000000001,0.102468,,,,,
openmp,openmp_case_10,10,case1_N64_Re400_central_steps1000_p200,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,64,400,central,RBGS,1000.0,200.0,16.0,1,16.0,3.0,9.779875729,10.53772037,10.88971037,1.0,4.740293831000001,0.4353,0.0272063,,,,,
