case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBGS,4000,300,1,1,1,3,12602.16884,12989.54001,12682.96842,1,12682.96842,1,1
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBSOR,4000,300,1,1,1,3,9488.543938,9930.406554,10131.54748,1,10131.54748,1,1
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBGS,4000,300,2,1,2,3,12961.79823,13402.35836,13368.05952,1,12682.96842,0.948752,0.474376
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBSOR,4000,300,2,1,2,3,9658.48304,10123.58369,10224.07544,1,10131.54748,0.99095,0.495475
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBGS,4000,300,4,2,2,3,6760.582671,6989.538259,7052.717361,1,12682.96842,1.79831,0.449577
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBSOR,4000,300,4,2,2,3,5255.3569,5372.845505,5256.365373,1,10131.54748,1.92748,0.48187
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBGS,4000,300,8,4,2,3,3479.186507,3566.56167,3552.990978,1,12682.96842,3.56966,0.446207
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBSOR,4000,300,8,4,2,3,2645.495609,2668.369091,2677.002523,1,10131.54748,3.78466,0.473083
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBGS,4000,300,16,4,4,3,3510.305506,3528.400795,3536.119757,1,12682.96842,3.58669,0.224168
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,1000,central,RBSOR,4000,300,16,4,4,3,2646.585407,2682.487609,2660.042436,1,10131.54748,3.80879,0.238049
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBGS,4000,300,1,1,1,3,569.0092731,571.0243723,571.9721119,1,571.9721119,1,1
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBSOR,4000,300,1,1,1,3,426.405968,427.0307679,427.1697195,1,427.1697195,1,1
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBGS,4000,300,2,1,2,3,560.8664908,566.6402545,566.6858718,1,571.9721119,1.00933,0.504664
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBSOR,4000,300,2,1,2,3,421.0268989,424.6816252,426.0718968,1,427.1697195,1.00258,0.501288
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBGS,4000,300,4,2,2,3,314.7419102,316.3434651,316.968595,1,571.9721119,1.80451,0.451127
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBSOR,4000,300,4,2,2,3,236.3251584,236.7964987,236.3284605,1,427.1697195,1.80753,0.451881
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBGS,4000,300,8,4,2,3,186.6482048,186.8740803,186.6645236,1,571.9721119,3.06417,0.383021
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBSOR,4000,300,8,4,2,3,139.9682457,140.2268253,140.23768,1,427.1697195,3.04604,0.380755
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBGS,4000,300,16,4,4,3,187.8421285,188.1564057,188.1257036,1,571.9721119,3.04037,0.190023
case1_N128_Re1000_central_steps4000_p300,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,1000,central,RBSOR,4000,300,16,4,4,3,139.8621817,140.0567536,140.0891569,1,427.1697195,3.04927,0.190579
