case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBGS,2500,250,1,1,1,3,8221.77149,8553.086057,8670.601736,1,8670.601736,1,1
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBSOR,2500,250,1,1,1,3,6464.952068,6710.904444,6832.853719,1,6832.853719,1,1
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBGS,2500,250,2,1,2,3,8022.003408,8126.109535,8107.842907,1,8670.601736,1.06941,0.534705
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBSOR,2500,250,2,1,2,3,6519.870302,6914.448407,6950.176151,1,6832.853719,0.98312,0.49156
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBGS,2500,250,4,2,2,3,4150.98524,4248.852881,4173.44315,1,8670.601736,2.07757,0.519391
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBSOR,2500,250,4,2,2,3,3534.477788,3597.595623,3537.764899,1,6832.853719,1.9314,0.482851
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBGS,2500,250,8,4,2,3,2234.820445,2246.372386,2250.008477,1,8670.601736,3.85359,0.481698
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBSOR,2500,250,8,4,2,3,1770.190573,1842.858151,1852.735987,1,6832.853719,3.68798,0.460998
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBGS,2500,250,16,4,4,3,2166.006523,2179.90327,2178.989088,1,8670.601736,3.97919,0.248699
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,100,central,RBSOR,2500,250,16,4,4,3,1793.540348,1830.279097,1846.551086,1,6832.853719,3.70033,0.231271
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBGS,2500,250,1,1,1,3,343.2062414,346.0950472,344.3307445,1,344.3307445,1,1
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBSOR,2500,250,1,1,1,3,286.3373756,287.7295545,287.2985296,1,287.2985296,1,1
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBGS,2500,250,2,1,2,3,348.7405272,350.2576113,349.9928045,1,344.3307445,0.983822,0.491911
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBSOR,2500,250,2,1,2,3,286.9664173,289.3128709,290.0704467,1,287.2985296,0.990444,0.495222
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBGS,2500,250,4,2,2,3,193.8895419,193.9996272,193.9006386,1,344.3307445,1.77581,0.443953
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBSOR,2500,250,4,2,2,3,159.8995991,160.2426781,160.32989,1,287.2985296,1.79192,0.44798
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBGS,2500,250,8,4,2,3,114.9977467,115.4296453,115.608623,1,344.3307445,2.97842,0.372302
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBSOR,2500,250,8,4,2,3,94.86792994,95.06414278,94.99154139,1,287.2985296,3.02446,0.378058
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBGS,2500,250,16,4,4,3,115.8422642,115.9823612,115.9977052,1,344.3307445,2.96843,0.185527
case1_N128_Re100_central_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,100,central,RBSOR,2500,250,16,4,4,3,95.10130191,95.26784174,95.21099472,1,287.2985296,3.01749,0.188593
