case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBGS,1000,200,1,1,1,3,1256.973578,1281.528719,1265.121393,1,1265.121393,1,1
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBSOR,1000,200,1,1,1,3,806.2761459,818.5010192,812.8342707,1,812.8342707,1,1
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBGS,1000,200,2,1,2,3,1331.345495,1348.119433,1339.246499,1,1265.121393,0.944652,0.472326
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBSOR,1000,200,2,1,2,3,819.1970918,862.1217743,871.4312041,1,812.8342707,0.932758,0.466379
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBGS,1000,200,4,2,2,3,699.3660598,710.367382,711.863312,1,1265.121393,1.7772,0.444299
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBSOR,1000,200,4,2,2,3,433.81288,436.9121154,437.3616641,1,812.8342707,1.85849,0.464624
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBGS,1000,200,8,4,2,3,355.0866413,366.1030243,364.5838802,1,1265.121393,3.47004,0.433755
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBSOR,1000,200,8,4,2,3,228.7984877,231.0558622,229.1821685,1,812.8342707,3.54667,0.443334
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBGS,1000,200,16,4,4,3,357.8712137,369.6189782,371.1525042,1,1265.121393,3.40863,0.213039
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,64,100,upwind,RBSOR,1000,200,16,4,4,3,227.0623405,234.3022253,235.9433157,1,812.8342707,3.44504,0.215315
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBGS,1000,200,1,1,1,3,69.95228219,70.48786831,70.59033322,1,70.59033322,1,1
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBSOR,1000,200,1,1,1,3,43.68096519,43.83916219,43.73154998,1,43.73154998,1,1
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBGS,1000,200,2,1,2,3,70.52069807,70.60651056,70.61301517,1,70.59033322,0.999679,0.499839
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBSOR,1000,200,2,1,2,3,43.428087,43.76387922,43.86876392,1,43.73154998,0.996872,0.498436
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBGS,1000,200,4,2,2,3,46.98616624,47.42137742,47.59349251,1,70.59033322,1.48319,0.370798
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBSOR,1000,200,4,2,2,3,29.33361268,29.52910717,29.36553001,1,43.73154998,1.48921,0.372303
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBGS,1000,200,8,4,2,3,35.92431092,36.20147912,36.30902934,1,70.59033322,1.94415,0.243019
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBSOR,1000,200,8,4,2,3,22.37917662,22.46479456,22.47811008,1,43.73154998,1.94552,0.24319
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBGS,1000,200,16,4,4,3,35.94663644,36.19081791,36.28953719,1,70.59033322,1.9452,0.121575
case1_N64_Re100_upwind_steps1000_p200,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,64,100,upwind,RBSOR,1000,200,16,4,4,3,22.27299833,22.35827398,22.30086541,1,43.73154998,1.96098,0.122561
