case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBGS,2500,250,1,1,1,3,9612.081779,9823.88883,9838.8548,1,9838.8548,1,1
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBSOR,2500,250,1,1,1,3,7201.672381,7279.653025,7237.482024,1,7237.482024,1,1
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBGS,2500,250,2,1,2,3,9598.975652,9622.112623,9630.192211,1,9838.8548,1.02167,0.510834
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBSOR,2500,250,2,1,2,3,7576.173383,7713.378008,7771.985667,1,7237.482024,0.931227,0.465613
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBGS,2500,250,4,2,2,3,4976.572372,5101.956129,5040.264626,1,9838.8548,1.95205,0.488013
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBSOR,2500,250,4,2,2,3,3949.651361,3961.371108,3966.136388,1,7237.482024,1.82482,0.456205
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBGS,2500,250,8,4,2,3,2510.759802,2566.937891,2567.504327,1,9838.8548,3.83207,0.479009
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBSOR,2500,250,8,4,2,3,1991.529821,2019.553806,2028.791869,1,7237.482024,3.56739,0.445923
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBGS,2500,250,16,4,4,3,2590.977955,2618.800459,2621.875006,1,9838.8548,3.7526,0.234538
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_looped,python,hybrid_mpi_threaded,looped,128,400,upwind,RBSOR,2500,250,16,4,4,3,2021.715547,2025.908643,2026.846372,1,7237.482024,3.57081,0.223176
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBGS,2500,250,1,1,1,3,407.8653581,410.5390407,411.1571636,1,411.1571636,1,1
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBSOR,2500,250,1,1,1,3,319.4335692,320.9752503,321.189409,1,321.189409,1,1
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBGS,2500,250,2,1,2,3,408.2022588,410.340419,409.8507311,1,411.1571636,1.00319,0.501594
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBSOR,2500,250,2,1,2,3,317.4964731,318.9446175,318.5988004,1,321.189409,1.00813,0.504066
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBGS,2500,250,4,2,2,3,226.8080883,227.2866274,227.0369158,1,411.1571636,1.81097,0.452743
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBSOR,2500,250,4,2,2,3,176.6279128,176.8318328,176.8069944,1,321.189409,1.81661,0.454153
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBGS,2500,250,8,4,2,3,134.7924175,134.9174506,134.8975282,1,411.1571636,3.04792,0.38099
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBSOR,2500,250,8,4,2,3,104.7177875,105.5744185,105.9381211,1,321.189409,3.03186,0.378982
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBGS,2500,250,16,4,4,3,135.1543949,135.373314,135.3483856,1,411.1571636,3.03777,0.189861
case1_N128_Re400_upwind_steps2500_p250,python_hybrid_mpi_threaded_vectorized,python,hybrid_mpi_threaded,vectorized,128,400,upwind,RBSOR,2500,250,16,4,4,3,104.5461917,104.845454,104.9888394,1,321.189409,3.05927,0.191204
