case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500,250,1,1,1,3,26.43511854,26.44817789,26.43649763,1,26.43649763,1,1
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,1,1,1,3,20.69445086,20.69884437,20.70078785,1,20.70078785,1,1
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500,250,2,1,2,3,15.10841404,15.11198073,15.113655,1,26.43649763,1.74918,0.87459
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,2,1,2,3,11.80815592,11.81891043,11.82245884,1,20.70078785,1.75097,0.875486
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500,250,4,1,4,3,9.602424141,9.64781257,9.615622647,1,26.43649763,2.74933,0.687332
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,4,1,4,3,7.551606439,7.628055214,7.574165937,1,20.70078785,2.73308,0.68327
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500,250,8,1,8,3,9.433209922,9.594850797,9.660928819,1,26.43649763,2.73643,0.342054
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,8,1,8,3,7.046416964,7.099099778,7.104181748,1,20.70078785,2.91389,0.364236
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBGS,2500,250,16,1,16,3,13.49494978,14.63939072,13.58818368,1,26.43649763,1.94555,0.121597
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_looped,c,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,16,1,16,3,10.24425127,10.39666252,10.40233212,1,20.70078785,1.99001,0.124376
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,1,1,1,3,19.87795401,19.89206613,19.89769473,1,19.89769473,1,1
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,1,1,1,3,15.41891058,15.42070064,15.41902918,1,15.41902918,1,1
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,2,1,2,3,11.9447481,12.17420649,12.03520397,1,19.89769473,1.65329,0.826646
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,2,1,2,3,9.265736386,9.440885088,9.311336473,1,15.41902918,1.65594,0.827971
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,4,1,4,3,8.061995108,8.174122566,8.136725701,1,19.89769473,2.44542,0.611354
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,4,1,4,3,6.282575209,6.440964298,6.512649562,1,15.41902918,2.36755,0.591888
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,8,1,8,3,8.505994808,8.536452367,8.51902315,1,19.89769473,2.33568,0.29196
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,8,1,8,3,6.605970576,6.805642329,6.901072282,1,15.41902918,2.23429,0.279287
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,16,1,16,3,13.14345137,13.76960373,13.16946651,1,19.89769473,1.5109,0.094431
case1_N128_Re400_upwind_steps2500_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,16,1,16,3,10.13478832,10.14176047,10.13874878,1,15.41902918,1.5208,0.0950501
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500,250,1,1,1,3,26.5822419,26.6332474,26.58341128,1,26.58341128,1,1
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,1,1,1,3,20.87592442,20.88371221,20.88032452,1,20.88032452,1,1
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500,250,2,1,2,3,15.21435074,15.38202064,15.2243381,1,26.58341128,1.74611,0.873056
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,2,1,2,3,11.86765218,12.02591195,11.8946076,1,20.88032452,1.75544,0.877722
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500,250,4,1,4,3,9.873710524,9.954049175,9.920844894,1,26.58341128,2.67955,0.669888
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,4,1,4,3,7.67341606,7.679883849,7.678412761,1,20.88032452,2.71935,0.679839
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500,250,8,1,8,3,9.251445327,9.718859825,9.935626984,1,26.58341128,2.67556,0.334446
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,8,1,8,3,7.353674833,7.555183474,7.595322285,1,20.88032452,2.7491,0.343638
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBGS,2500,250,16,1,16,3,13.00110679,14.00262921,13.30173871,1,26.58341128,1.99849,0.124906
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,400,upwind,RBSOR,2500,250,16,1,16,3,9.91658058,9.973821769,9.992253225,1,20.88032452,2.08965,0.130603
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,1,1,1,3,19.74284862,19.76725116,19.74916463,1,19.74916463,1,1
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,1,1,1,3,15.30267359,15.30514979,15.30320415,1,15.30320415,1,1
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,2,1,2,3,11.90928023,12.05419209,11.91092348,1,19.74916463,1.65807,0.829036
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,2,1,2,3,9.207087554,9.231468204,9.237454131,1,15.30320415,1.65665,0.828324
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,4,1,4,3,8.12566106,8.252797103,8.200185984,1,19.74916463,2.40838,0.602095
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,4,1,4,3,6.243205305,6.280742844,6.280290727,1,15.30320415,2.4367,0.609176
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,8,1,8,3,8.412667543,8.497737539,8.513514452,1,19.74916463,2.31974,0.289968
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,8,1,8,3,6.344102014,6.610787902,6.552181695,1,15.30320415,2.33559,0.291949
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBGS,2500,250,16,1,16,3,12.62244395,13.38793631,12.65616236,1,19.74916463,1.56044,0.0975274
case1_N128_Re400_upwind_steps2500_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,128,400,upwind,RBSOR,2500,250,16,1,16,3,9.603129588,11.20449188,9.610173676,1,15.30320415,1.5924,0.0995248
