case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000,300,1,1,1,3,26.23112379,26.24854727,26.23259224,1,26.23259224,1,1
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000,300,1,1,1,3,18.66115073,18.69248754,18.70699416,1,18.70699416,1,1
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000,300,2,1,2,3,15.02736778,15.38469853,15.54528783,1,26.23259224,1.68749,0.843747
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000,300,2,1,2,3,10.67865271,10.96449348,11.10269751,1,18.70699416,1.68491,0.842453
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000,300,4,1,4,3,9.806283642,9.848439659,9.865964934,1,26.23259224,2.6589,0.664724
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000,300,4,1,4,3,6.973887112,7.007479848,6.981253415,1,18.70699416,2.6796,0.669901
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000,300,8,1,8,3,9.105339982,9.296986462,9.131152965,1,26.23259224,2.87287,0.359108
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000,300,8,1,8,3,6.761168867,6.826789269,6.782704029,1,18.70699416,2.75804,0.344755
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBGS,4000,300,16,1,16,3,13.5021789,15.35837342,14.69292442,1,26.23259224,1.78539,0.111587
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_looped,c,openmp_domain,looped,128,1000,central,RBSOR,4000,300,16,1,16,3,9.384098046,10.39401611,10.25717058,1,18.70699416,1.8238,0.113987
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000,300,1,1,1,3,19.6164032,19.62312309,19.62124355,1,19.62124355,1,1
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000,300,1,1,1,3,13.77046204,13.77251178,13.77137334,1,13.77137334,1,1
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000,300,2,1,2,3,11.88397256,12.06673354,11.90021566,1,19.62124355,1.64881,0.824407
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000,300,2,1,2,3,8.323465902,8.586284805,8.706689976,1,13.77137334,1.5817,0.79085
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000,300,4,1,4,3,8.029313795,8.290593219,8.387776043,1,19.62124355,2.33927,0.584817
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000,300,4,1,4,3,5.862727504,5.876926346,5.883639749,1,13.77137334,2.34062,0.585155
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000,300,8,1,8,3,8.4968751,8.851986837,8.901733559,1,19.62124355,2.2042,0.275526
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000,300,8,1,8,3,6.163549148,6.177741925,6.176436473,1,13.77137334,2.22966,0.278708
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBGS,4000,300,16,1,16,3,13.40165281,13.99805905,14.19557854,1,19.62124355,1.38221,0.086388
case1_N128_Re1000_central_steps4000_p300,c_openmp_domain_vectorized,c,openmp_domain,vectorized,128,1000,central,RBSOR,4000,300,16,1,16,3,9.933556002,10.24838619,10.19009522,1,13.77137334,1.35145,0.0844654
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000,300,1,1,1,3,26.3440409,26.39991288,26.35706211,1,26.35706211,1,1
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBSOR,4000,300,1,1,1,3,18.7683096,18.81175842,18.81099651,1,18.81099651,1,1
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000,300,2,1,2,3,15.10115398,15.29561383,15.11317386,1,26.35706211,1.74398,0.87199
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBSOR,4000,300,2,1,2,3,10.75524628,10.87970426,10.76492874,1,18.81099651,1.74743,0.873717
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000,300,4,1,4,3,9.764752075,9.987108982,10.08006574,1,26.35706211,2.61477,0.653693
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBSOR,4000,300,4,1,4,3,7.072649758,7.133429659,7.15911103,1,18.81099651,2.62756,0.65689
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000,300,8,1,8,3,9.198939968,9.59017848,9.656067524,1,26.35706211,2.72959,0.341198
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBSOR,4000,300,8,1,8,3,6.787543468,6.881537917,6.926459722,1,18.81099651,2.71582,0.339477
case1_N128_Re1000_central_steps4000_p300,cpp_openmp_domain_looped,cpp,openmp_domain,looped,128,1000,central,RBGS,4000,300,16,1,16,3,12.92823714,14.44506396,14.5620269,1,26.35706211,1.80999,0.113124
