case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,1,1,1,3,0.8449923769,0.8478183945,0.8461786211,1,0.8461786211,1,1
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,1,1,1,3,0.5493187308,0.5534108715,0.5497928075,1,0.5497928075,1,1
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,2,1,2,3,1.091344681,1.152362922,1.094862875,1,0.8461786211,0.772863,0.386431
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,2,1,2,3,0.6746340021,0.7135408086,0.6865331382,1,0.5497928075,0.800825,0.400412
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,4,1,4,3,1.350794785,1.409874092,1.382791955,1,0.8461786211,0.611935,0.152984
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,4,1,4,3,0.9074896835,0.9193959683,0.9150764383,1,0.5497928075,0.600816,0.150204
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,8,1,8,3,2.475781061,2.480527191,2.482656218,1,0.8461786211,0.340836,0.0426045
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,8,1,8,3,1.369315416,1.457778126,1.501891591,1,0.5497928075,0.366067,0.0457584
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,16,1,16,3,4.464566044,5.021765637,4.764364004,1,0.8461786211,0.177606,0.0111004
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_looped,c,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,16,1,16,3,3.129208937,3.873665676,3.250230323,1,0.5497928075,0.169155,0.0105722
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,1,1,1,3,0.6602129005,0.6637471095,0.6605198719,1,0.6605198719,1,1
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,1,1,1,3,0.4132394008,0.414299493,0.4144544862,1,0.4144544862,1,1
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,2,1,2,3,0.9810295515,1.059490683,1.014135871,1,0.6605198719,0.651313,0.325656
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,2,1,2,3,0.6095687412,0.6447076785,0.609582264,1,0.4144544862,0.679899,0.33995
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,4,1,4,3,1.392180171,1.436043259,1.448327757,1,0.6605198719,0.456057,0.114014
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,4,1,4,3,0.7814528346,0.8474196605,0.8750844151,1,0.4144544862,0.473617,0.118404
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,8,1,8,3,2.380822767,2.507206891,2.495953973,1,0.6605198719,0.264636,0.0330795
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,8,1,8,3,1.381181564,1.477273284,1.496088877,1,0.4144544862,0.277025,0.0346282
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,16,1,16,3,4.473002072,4.910906276,5.071751058,1,0.6605198719,0.130235,0.00813969
case1_N32_Re1000_upwind_steps2000_p250,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,16,1,16,3,2.630613174,2.977178801,3.088060148,1,0.4144544862,0.134212,0.00838825
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,1,1,1,3,0.8480188921,0.8510976223,0.8506225608,1,0.8506225608,1,1
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,1,1,1,3,0.5499695651,0.5524041628,0.552117575,1,0.552117575,1,1
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,2,1,2,3,1.041790094,1.164332009,1.217337161,1,0.8506225608,0.698757,0.349378
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,2,1,2,3,0.6515645571,0.7190349636,0.7491105236,1,0.552117575,0.737031,0.368515
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,4,1,4,3,1.290232424,1.328190073,1.338550679,1,0.8506225608,0.63548,0.15887
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,4,1,4,3,0.8153669089,0.8177213768,0.8183530569,1,0.552117575,0.674669,0.168667
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,8,1,8,3,2.024715643,2.229947078,2.327706683,1,0.8506225608,0.365434,0.0456792
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,8,1,8,3,1.393198114,1.409912,1.409808014,1,0.552117575,0.391626,0.0489533
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBGS,2000,250,16,1,16,3,4.046322983,4.450657288,4.046651784,1,0.8506225608,0.210204,0.0131378
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,1000,upwind,RBSOR,2000,250,16,1,16,3,2.764099948,4.082629098,2.778504949,1,0.552117575,0.19871,0.0124194
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,1,1,1,3,0.6584198102,0.6622198683,0.6607771255,1,0.6607771255,1,1
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,1,1,1,3,0.412851043,0.4150007218,0.415971633,1,0.415971633,1,1
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,2,1,2,3,0.9848724753,1.048644406,0.9916126803,1,0.6607771255,0.666366,0.333183
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,2,1,2,3,0.5958935507,0.607264027,0.6114352606,1,0.415971633,0.68032,0.34016
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,4,1,4,3,1.320523947,1.323725956,1.324630745,1,0.6607771255,0.498839,0.12471
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,4,1,4,3,0.7528818063,0.7884030988,0.7956260554,1,0.415971633,0.522823,0.130706
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,8,1,8,3,2.06558384,2.220039981,2.274225827,1,0.6607771255,0.29055,0.0363188
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,8,1,8,3,1.37366125,1.395035701,1.389584053,1,0.415971633,0.29935,0.0374187
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBGS,2000,250,16,1,16,3,4.015067387,4.244739342,4.07238283,1,0.6607771255,0.162258,0.0101411
case1_N32_Re1000_upwind_steps2000_p250,cpp_openmp_domain_vectorized,cpp,openmp_domain,vectorized,32,1000,upwind,RBSOR,2000,250,16,1,16,3,2.5130932,2.982976423,2.697901897,1,0.415971633,0.154183,0.00963646
