case_id,solver_group,language,parallel_model,kernel_style,N,Re,scheme,pressure,steps,poisson_iters,total_cores,mpi_ranks,threads_per_rank,runs,runtime_min_s,runtime_mean_s,runtime_median_s,baseline_cores,baseline_runtime_s,speedup_vs_baseline,parallel_efficiency
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBGS,1000,200,1,1,1,3,1.08661972,1.089022372,1.089502711,1,1.089502711,1,1
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,1,1,1,3,0.6502219886,0.6561629586,0.653290011,1,0.653290011,1,1
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBGS,1000,200,2,1,2,3,1.45381771,1.589977985,1.654674288,1,1.089502711,0.658439,0.32922
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,2,1,2,3,0.8185253777,0.8197684065,0.8201309703,1,0.653290011,0.796568,0.398284
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBGS,1000,200,4,1,4,3,1.986335646,2.009322399,2.018348564,1,1.089502711,0.539799,0.13495
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,4,1,4,3,1.112955265,1.125187119,1.120501138,1,0.653290011,0.583034,0.145758
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBGS,1000,200,8,1,8,3,3.253555097,3.288995449,3.297525693,1,1.089502711,0.3304,0.0413
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,8,1,8,3,1.823350787,1.836307945,1.83909991,1,0.653290011,0.355223,0.0444028
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBGS,1000,200,16,1,16,3,6.62152791,6.801073469,6.844903134,1,1.089502711,0.15917,0.00994812
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_looped,c,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,16,1,16,3,3.722278971,4.131691816,3.723264199,1,0.653290011,0.175462,0.0109664
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBGS,1000,200,1,1,1,3,0.8600063324,0.8627955914,0.8632202074,1,0.8632202074,1,1
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBSOR,1000,200,1,1,1,3,0.4990650341,0.5006586822,0.4990659691,1,0.4990659691,1,1
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBGS,1000,200,2,1,2,3,1.30051538,1.463792894,1.530217916,1,0.8632202074,0.564116,0.282058
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBSOR,1000,200,2,1,2,3,0.7505663298,0.7962753562,0.7528664954,1,0.4990659691,0.662888,0.331444
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBGS,1000,200,4,1,4,3,1.951034855,2.005594055,2.010162678,1,0.8632202074,0.429428,0.107357
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBSOR,1000,200,4,1,4,3,1.05426646,1.065897337,1.068094682,1,0.4990659691,0.467249,0.116812
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBGS,1000,200,8,1,8,3,3.320592221,3.417198583,3.44353123,1,0.8632202074,0.250679,0.0313348
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBSOR,1000,200,8,1,8,3,1.827171393,1.828621108,1.827854026,1,0.4990659691,0.273034,0.0341292
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBGS,1000,200,16,1,16,3,6.606611643,6.69403574,6.701637812,1,0.8632202074,0.128807,0.00805046
case1_N32_Re400_upwind_steps1000_p200,c_openmp_domain_vectorized,c,openmp_domain,vectorized,32,400,upwind,RBSOR,1000,200,16,1,16,3,3.700419102,3.871743369,3.768501341,1,0.4990659691,0.132431,0.00827693
case1_N32_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,400,upwind,RBGS,1000,200,1,1,1,3,1.086817626,1.097522346,1.088866394,1,1.088866394,1,1
case1_N32_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,1,1,1,3,0.6500772871,0.6546456727,0.6537090465,1,0.6537090465,1,1
case1_N32_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,400,upwind,RBGS,1000,200,2,1,2,3,1.370632902,1.529725345,1.604032688,1,1.088866394,0.678831,0.339415
case1_N32_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,400,upwind,RBSOR,1000,200,2,1,2,3,0.7899570279,0.80582726,0.8101367429,1,0.6537090465,0.806912,0.403456
case1_N32_Re400_upwind_steps1000_p200,cpp_openmp_domain_looped,cpp,openmp_domain,looped,32,400,upwind,RBGS,1000,200,4,1,4,3,1.758449256,1.77811475,1.781147223,1,1.088866394,0.611329,0.152832
